SensorReadingID,MachineID,ReadingTimestamp,Temperature,Vibration,Pressure,RPM,PowerConsumptionKW,IsAnomaly
2324,9,2024-10-13 17:16:34.120,72.594,2.129,51.676,2481.58,13.512,0
2325,31,2025-04-18 18:14:46.697,66.229,2.755,50.935,2567.07,16.005,0
2326,6,2025-11-16 11:21:16.018,65.331,2.944,51.718,2012.89,11.045,0
2327,33,2025-10-10 15:16:36.559,65.128,3.22,49.576,2130.74,7.474,0
2328,13,2025-05-31 05:26:49.586,66.969,1.765,37.55,1820.84,12.979,0
2329,6,2023-08-22 11:21:11.006,75.888,2.531,46.057,2554.87,7.367,0
2330,5,2023-02-08 21:30:34.448,69.161,2.491,47.83,2054.95,9.546,0
2331,10,2024-01-21 05:10:22.172,66.124,3.819,49.305,2047.69,7.977,0
2332,26,2023-08-31 20:21:11.287,51.543,3.553,40.225,2102.35,15.964,0
2333,30,2025-09-04 04:19:15.300,52.089,3.694,43.732,1855.43,11.258,0
2334,24,2024-04-24 10:42:30.194,59.219,2.853,41.759,1626.51,11.338,0
2335,16,2024-01-05 10:44:36.403,54.148,2.663,39.064,2053.6,12.548,0
2336,27,2024-08-03 06:48:53.410,63.3,2.7,48.401,1852.62,11.807,0
2337,18,2025-12-08 00:28:38.297,38.364,2.698,43.496,1904.97,12.947,0
2338,28,2024-05-05 08:18:22.667,74.382,2.119,40.276,2249.51,7.993,0
2339,15,2025-12-19 18:00:38.753,59.717,3.478,45.311,1636.16,6.609,0
2340,20,2025-10-16 09:20:17.266,66.297,3.19,36.912,2334.91,15.991,0
2341,20,2025-11-25 14:26:47.656,80.103,2.765,47.534,1560.04,18.299,0
2342,15,2024-02-23 23:23:13.574,60.396,1.753,43.724,2653.5,18.624,0
2343,20,2024-03-20 10:50:48.565,66.003,3.298,45.216,1888.66,16.43,0
2344,4,2023-12-29 06:41:38.218,60.023,3.728,51.493,2384.21,17.487,0
2345,29,2025-10-12 01:52:29.750,82.859,2.36,40.956,1640.72,18.734,0
2346,26,2024-01-30 07:35:16.406,61.483,3.408,41.294,2661.48,9.9,0
2347,23,2023-03-29 16:01:10.187,55.466,2.333,42.341,2378.89,11.846,0
2348,11,2023-08-14 13:25:00.350,70.022,2.267,41.674,2024.93,18.135,0
2349,1,2024-10-12 12:04:14.796,66.801,0.913,42.399,2229.06,17.536,0
2350,22,2025-09-15 00:47:40.701,73.23,1.763,57.092,2190.65,15.739,0
2351,3,2024-06-24 06:08:41.486,55.76,0.581,37.958,1224.9,18.336,0
2352,2,2024-12-30 08:38:44.827,66.716,1.76,47.263,2256.8,13.863,0
2353,15,2023-04-20 04:54:03.812,74.676,2.268,40.601,2448.33,14.407,0
2354,7,2024-05-21 15:44:54.837,65.806,4.242,42.811,1930.04,13.254,0
2355,25,2023-04-14 18:09:14.807,59.6,2.896,40.835,2079.93,17.673,0
2356,2,2023-06-05 20:16:49.016,61.755,1.861,50.853,1884.69,9.921,0
2357,29,2025-01-16 18:21:35.453,69.612,3.251,51.102,1975.83,13.788,0
2358,12,2023-07-04 04:02:07.951,102.092,10.838,6.122,169.05,2.345,1
2359,24,2025-10-03 17:14:03.265,57.592,1.515,40.317,2233.07,7.854,0
2360,18,2025-02-04 00:03:52.782,74.022,3.354,47.122,2442.92,12.176,0
2361,12,2025-12-29 00:58:56.078,68.721,1.46,51.952,2053.79,11.614,0
2362,9,2023-07-19 13:17:25.580,84.898,2.324,48.697,2354.36,8.002,0
2363,23,2025-08-12 18:08:05.482,57.002,4.129,47.896,2194.94,10.393,0
2364,11,2025-07-30 15:00:07.988,67.561,2.832,46.133,2520.69,9.399,0
2365,4,2023-03-28 10:32:26.970,56.994,3.334,55.563,2452.78,15.893,0
2366,14,2025-08-02 19:00:21.114,64.401,2.713,46.263,2183.37,16.234,0
2367,23,2025-11-24 10:34:27.076,73.927,2.181,36.772,2180.93,8.536,0
2368,17,2024-04-26 23:15:41.640,65.189,1.639,51.283,2405.33,13.98,0
2369,22,2023-02-05 00:42:48.650,73.577,2.813,47.734,2630.41,11.596,0
2370,32,2023-04-20 09:11:22.767,69.841,1.657,45.396,2877.79,14.444,0
2371,13,2025-07-13 18:06:43.147,64.312,2.712,44.895,2269.51,10.803,0
2372,4,2025-10-16 04:07:07.027,68.959,2.924,45.033,2242.02,13.022,0
2373,24,2024-12-06 02:02:29.396,60.782,2.888,48.901,2639.46,12.955,0
2374,5,2023-02-22 17:14:14.576,60.555,2.418,39.285,2418.21,5.821,0
2375,19,2025-11-14 08:16:41.287,73.197,3.416,30.347,2582.58,15.082,0
2376,20,2025-04-26 06:47:46.787,109.888,11.112,11.406,103.96,2.617,1
2377,8,2023-01-04 06:57:00.915,62.68,3.469,39.837,2163.01,10.529,0
2378,3,2025-08-19 17:22:44.895,73.448,2.082,44.788,2352.04,13.636,0
2379,33,2024-10-31 16:10:55.666,72.096,2.669,42.909,2095.09,12.077,0
2380,19,2023-03-12 12:40:50.677,66.997,2.382,45.096,1744.82,14.002,0
2381,7,2025-11-12 04:13:15.430,66.449,3.301,45.001,1678.48,10.925,0
2382,22,2025-08-22 03:32:36.061,63.401,3.094,34.649,2212.35,13.541,0
2383,12,2025-11-17 00:42:34.726,59.708,2.56,41.865,1981.13,10.775,0
2384,16,2025-09-22 16:28:17.094,59.314,3.047,41.325,1929.13,17.304,0
2385,22,2023-06-10 10:13:41.922,72.686,1.011,41.176,2272.74,12.971,0
2386,5,2023-02-06 10:00:41.046,53.076,3.427,49.126,2344.57,16.07,0
2387,32,2024-09-15 11:41:13.315,68.618,2.859,52.788,2530.37,9.475,0
2388,2,2024-03-11 13:44:57.819,70.066,1.969,47.521,2342.98,7.85,0
2389,4,2023-03-22 16:30:50.060,64.025,2.712,42.819,2294.41,14.418,0
2390,29,2024-06-06 20:43:01.425,64.755,2.68,51.917,2341.96,12.602,0
2391,16,2025-12-26 17:55:34.869,57.335,3.037,46.651,2585.12,12.141,0
2392,9,2025-02-23 17:43:53.008,50.47,1.14,48.678,2028.94,13.31,0
2393,13,2024-09-16 10:51:11.663,65.914,2.367,44.518,1940.38,11.953,0
2394,24,2025-08-01 18:25:02.071,106.781,9.512,4.138,65.92,2.885,1
2395,26,2024-06-21 09:36:24.291,61.522,1.127,46.501,2402.42,16.495,0
2396,11,2024-01-01 22:06:00.078,132.297,18.532,9.997,183.5,1.838,1
2397,11,2024-11-24 00:10:04.731,71.883,2.991,43.201,2468.76,12.274,0
2398,5,2024-06-24 02:05:29.378,64.151,2.119,45.83,2498.94,14.667,0
2399,21,2023-10-07 08:07:47.140,67.827,2.98,51.358,2155.01,8.654,0
2400,12,2023-11-10 00:38:20.287,75.409,2.076,41.548,1661.14,13.714,0
2401,17,2023-07-21 05:28:55.919,52.028,1.9,47.941,2416.58,10.045,0
2402,12,2024-12-25 07:59:44.114,63.927,1.802,42.258,2279.86,10.495,0
2403,10,2023-08-28 14:59:14.566,63.046,1.328,50.665,2353.02,14.379,0
2404,22,2025-07-26 07:58:52.766,75.323,1.84,43.208,1631.55,21.421,0
2405,3,2024-09-17 14:13:43.114,63.803,3.331,38.809,2498.92,17.573,0
2406,27,2025-07-07 15:05:14.199,64.518,1.691,44.306,1531.97,11.886,0
2407,16,2023-01-07 03:39:24.445,71.568,2.471,43.579,2358.27,13.812,0
2408,35,2024-08-31 14:03:09.016,51.721,2.571,57.18,1799.5,11.744,0
2409,17,2023-09-24 01:24:06.858,80.534,3.383,42.433,2261.84,11.994,0
2410,8,2023-04-07 18:47:26.144,59.015,2.441,43.6,2233.82,9.755,0
2411,15,2025-05-20 01:31:04.505,54.787,2.467,53.576,2224.66,11.005,0
2412,1,2023-11-05 08:10:56.054,71.033,2.373,54.34,2198.83,14.101,0
2413,30,2024-01-01 19:42:04.133,58.963,2.902,46.375,2183.05,10.495,0
2414,35,2024-05-09 00:09:33.168,59.896,2.726,48.145,2161.85,12.862,0
2415,12,2023-04-07 01:27:40.893,64.697,2.579,43.998,2205.39,20.094,0
2416,28,2023-12-08 07:04:42.226,67.493,3.016,47.19,2121.15,15.882,0
2417,15,2025-11-09 19:26:34.862,62.671,3.344,43.329,1912.01,13.096,0
2418,12,2025-05-23 02:04:56.031,56.163,2.929,39.029,2104.3,7.705,0
2419,10,2024-05-16 01:01:18.307,87.593,1.177,45.049,2542.99,15.109,0
2420,12,2023-03-27 02:56:46.758,71.811,2.246,51.755,2474.02,12.637,0
2421,30,2025-09-01 11:18:40.757,66.925,2.257,40.452,2571.15,15.937,0
2422,9,2023-01-02 04:50:20.262,57.927,2.377,44.283,2190.2,12.193,0
2423,6,2025-05-27 06:18:12.824,72.575,1.902,40.768,2570.99,10.612,0
2424,15,2025-02-20 11:53:06.330,54.896,2.112,43.35,2666.49,14.774,0
2425,12,2023-07-27 00:06:21.372,74.18,3.156,49.731,1993.58,11.404,0
2426,11,2023-04-19 09:03:14.388,57.081,2.332,48.421,2240.37,15.934,0
2427,11,2023-03-15 22:33:40.897,55.869,2.9,38.758,2228.25,14.221,0
2428,34,2025-05-10 07:34:27.757,63.284,2.941,40.201,1700.89,13.671,0
2429,32,2025-03-02 10:54:19.494,78.952,1.703,51.111,2213.03,7.993,0
2430,7,2024-04-19 22:33:06.678,55.948,2.513,42.978,1806.13,6.918,0
2431,33,2024-04-23 00:01:14.935,58.226,2.655,44.968,2049.63,12.606,0
2432,22,2024-08-25 12:15:23.986,73.32,2.815,44.393,2478.42,9.12,0
2433,21,2024-09-15 00:39:51.706,63.201,2.339,38.815,2074.04,5.775,0
2434,31,2023-07-03 09:21:30.475,80.297,1.75,52.931,2211.43,13.695,0
2435,25,2024-08-31 20:01:15.026,61.09,2.666,48.252,2399.37,14.324,0
2436,4,2025-04-01 16:50:21.697,62.053,2.116,37.029,2356.97,15.247,0
2437,16,2024-06-08 05:33:19.916,77.928,2.744,41.168,1690.87,15.125,0
2438,14,2023-03-15 13:11:40.063,50.63,2.228,43.878,2179.16,12.107,0
2439,10,2024-07-10 19:54:50.375,66.105,0.568,45.073,1531.13,14.197,0
2440,12,2025-05-30 01:23:20.478,60.559,0.774,40.929,2028.98,15.572,0
2441,20,2025-08-06 12:35:37.741,66.573,2.776,50.906,2171.16,14.263,0
2442,33,2023-06-01 05:19:24.233,70.471,1.471,52.365,1773.91,14.752,0
2443,31,2023-06-27 22:51:24.441,52.863,2.981,54.31,2136.11,11.231,0
2444,14,2024-11-04 11:18:04.675,69.884,2.236,54.091,2257.66,11.039,0
2445,15,2023-05-29 02:54:10.660,60.678,1.754,41.861,2094.8,10.537,0
2446,4,2023-10-03 21:33:42.944,59.735,4.179,39.85,2243.99,13.778,0
2447,32,2025-12-17 04:57:01.613,70.041,2.453,43.796,2335.46,12.8,0
2448,9,2025-10-09 09:17:57.051,62.928,1.25,42.66,1856.03,9.999,0
2449,8,2023-03-14 07:30:16.923,65.266,2.787,53.902,2038.78,14.324,0
2450,24,2024-09-24 02:46:09.528,67.448,3.537,47.881,1897.46,6.831,0
2451,1,2025-01-07 01:45:29.101,67.49,2.077,40.098,1819.73,12.483,0
2452,1,2023-05-20 16:49:12.289,77.062,2.173,47.951,2169.32,8.132,0
2453,4,2023-10-31 07:30:47.730,70.878,1.624,45.108,2097.54,14.679,0
2454,10,2023-08-28 19:46:49.479,56.535,2.813,40.801,2046.67,1.094,0
2455,29,2024-06-29 08:09:00.485,81.737,2.94,41.163,1862.6,10.513,0
2456,9,2025-01-31 12:29:39.561,70.735,0.986,44.292,2731.19,8.598,0
2457,24,2025-02-25 01:09:33.534,65.643,4.263,48.161,2237.78,13.52,0
2458,9,2024-07-05 03:43:33.005,61.793,3.54,43.003,1612.25,10.826,0
2459,4,2024-03-21 20:06:43.751,57.266,2.275,43.705,2559.23,14.086,0
2460,1,2025-01-16 23:44:28.214,67.106,2.498,39.706,1545.65,12.339,0
2461,23,2025-02-22 04:41:58.834,71.357,2.413,42.326,2339.35,11.75,0
2462,29,2024-05-15 07:48:23.513,78.486,3.486,49.798,2427.32,8.129,0
2463,7,2024-10-31 03:50:45.008,70.304,2.801,48.032,2347.78,13.358,0
2464,5,2025-01-18 17:55:20.106,86.607,2.439,49.682,2058.7,14.372,0
2465,6,2024-03-31 04:52:25.939,72.515,2.792,53.346,1934.72,10.538,0
2466,5,2024-05-29 07:05:50.486,66.699,3.205,45.897,2585.73,10.015,0
2467,3,2025-07-31 08:35:02.056,55.875,2.747,44.614,2362.86,11.918,0
2468,34,2023-08-27 21:30:05.086,62.28,2.44,45.144,2108.51,11.391,0
2469,2,2023-10-16 17:15:52.618,61.771,3.185,45.97,2877.03,12.482,0
2470,35,2025-06-18 04:33:24.581,60.593,4.637,47.068,2497.04,13.776,0
2471,25,2024-03-05 02:39:37.527,69.984,2.929,39.49,2310.26,8.025,0
2472,6,2025-05-27 14:19:40.067,63.605,1.92,46.787,2300.24,13.443,0
2473,8,2024-04-04 16:19:57.003,109.529,9.058,1.814,177.82,2.326,1
2474,4,2024-02-06 17:56:04.678,67.298,1.676,51.38,2335.19,11.646,0
2475,24,2025-11-26 21:05:20.438,64.248,2.469,40.855,2556.75,14.889,0
2476,26,2024-05-19 06:03:36.947,73.243,3.711,45.949,1703.28,13.887,0
2477,3,2024-02-24 13:34:07.171,69.733,3.743,50.41,2240.2,11.567,0
2478,10,2023-04-03 02:28:51.558,73.029,0.376,46.207,2483.7,11.637,0
2479,26,2024-02-01 10:41:41.779,61.943,2.736,51.747,2335.31,9.969,0
2480,19,2025-05-02 18:56:26.853,74.736,3.629,40.963,3039.57,11.998,0
2481,20,2024-12-19 08:23:30.585,72.587,3.082,41.51,2064.54,12.203,0
2482,28,2024-03-04 17:02:48.977,50.04,3.157,35.521,2204.4,9.985,0
2483,20,2024-10-24 02:26:33.880,69.63,0.737,36.689,2020.97,13.557,0
2484,15,2024-09-13 11:17:23.113,66.773,3.34,45.539,2194.68,8.785,0
2485,20,2024-12-09 17:01:35.460,63.213,2.484,34.726,1932.93,13.39,0
2486,30,2023-07-27 19:13:39.477,66.436,2.298,41.963,1677.13,5.474,0
2487,25,2023-05-28 11:38:36.733,62.546,3.691,45.185,2506.42,8.47,0
2488,8,2023-04-07 20:43:10.604,67.265,1.937,41.289,2423.38,11.639,0
2489,17,2023-08-26 00:05:58.341,53.916,2.578,41.419,1766.7,9.014,0
2490,9,2025-10-04 00:00:42.557,81.367,3.47,34.927,2143.49,11.654,0
2491,21,2023-10-19 21:04:00.505,62.872,1.969,48.735,2482.81,15.147,0
2492,33,2025-07-19 21:57:05.072,67.641,2.987,43.278,1727.07,7.192,0
2493,3,2024-08-07 12:17:19.588,58.186,2.34,38.584,1861.04,10.865,0
2494,7,2025-03-21 04:42:40.144,71.913,2.767,40.682,2213.92,8.014,0
2495,10,2024-12-01 05:16:21.084,58.092,1.174,47.144,2115.16,11.527,0
2496,6,2024-12-21 12:38:03.339,71.447,1.702,47.334,2795.48,9.054,0
2497,25,2023-10-16 17:14:24.488,52.496,1.494,46.943,2723.89,17.116,0
2498,22,2025-05-31 11:20:45.592,71.759,3.203,47.323,2417.53,12.911,0
2499,19,2025-11-03 05:19:40.599,58.602,3.871,51.677,1966.9,13.945,0
2500,12,2025-08-31 09:57:31.844,76.69,2.835,43.973,2628.92,12.766,0
2501,24,2024-08-05 03:12:12.971,59.977,1.58,30.345,2791.94,9.489,0
2502,17,2025-11-05 09:54:03.322,72.712,1.764,45.835,2334.92,8.283,0
2503,3,2025-06-04 18:20:01.779,72.656,2.341,47.763,2636.36,14.219,0
2504,6,2025-02-12 12:20:42.966,64.241,4.055,44.777,2227.94,11.509,0
2505,34,2024-06-30 23:04:36.497,110.21,12.216,2.661,72.03,0.964,1
2506,18,2024-02-09 22:12:39.113,70.78,2.247,51.97,1954.46,12.508,0
2507,25,2025-09-30 04:05:46.400,58.794,2.837,44.92,2153.48,15.565,0
2508,18,2024-06-30 19:41:34.630,59.765,2.969,41.155,2233.81,8.413,0
2509,26,2024-10-04 13:48:03.028,59.7,2.434,54.073,2230.24,16.964,0
2510,18,2025-03-01 07:28:36.286,66.763,2.19,52.697,2331.11,10.072,0
2511,22,2025-11-02 22:52:57.025,68.765,2.266,35.055,2480.79,15.285,0
2512,16,2024-04-23 01:29:01.239,79.704,2.838,43.756,2450.5,14.549,0
2513,18,2024-03-06 08:45:42.403,78.106,2.464,44.172,1985.34,13.612,0
2514,33,2024-02-23 15:02:53.275,52.614,3.121,47.939,2375.52,12.415,0
2515,28,2023-08-17 10:34:45.543,77.264,3.198,41.965,2023.25,9.361,0
2516,6,2023-07-13 21:44:47.084,69.41,1.7,50.417,2596.89,9.363,0
2517,2,2024-08-09 08:34:59.949,63.516,2.513,49.42,2682.8,6.944,0
2518,22,2025-10-10 04:42:03.417,62.455,2.287,37.997,2054.47,13.283,0
2519,20,2024-07-10 07:26:15.259,62.771,1.264,59.37,2279.85,12.335,0
2520,12,2025-04-12 15:46:49.303,56.217,2.709,44.179,1633.44,8.789,0
2521,21,2025-05-11 05:56:22.357,71.359,4.055,46.836,2530.92,11.533,0
2522,25,2024-03-10 19:07:40.996,64.308,3.373,53.314,2590.33,8.801,0
2523,12,2023-05-04 13:28:44.914,64.464,2.722,43.702,2316.36,14.462,0
2524,1,2024-05-11 06:06:16.995,73.022,3.849,43.353,1790.79,13.075,0
2525,9,2023-09-20 08:37:03.562,80.07,2.118,48.434,2408.72,12.574,0
2526,8,2023-10-18 22:28:00.976,65.055,1.761,33.592,1866.44,10.829,0
2527,19,2023-02-27 15:21:23.209,73.779,2.417,42.405,1932.7,13.97,0
2528,17,2024-12-13 11:28:48.809,75.867,3.351,48.031,1757.32,10.945,0
2529,16,2025-05-17 22:32:26.945,80.578,3.398,37.312,2183.32,13.089,0
2530,27,2025-06-13 03:40:12.989,58.903,0.653,45.494,1963.67,9.648,0
2531,21,2025-08-28 07:31:11.623,62.163,2.393,44.955,1934.8,11.339,0
2532,4,2024-05-10 19:43:12.526,50.941,2.749,30.719,2113.15,14.758,0
2533,30,2023-09-05 11:25:25.791,56.525,3.073,50.779,1207.63,11.546,0
2534,2,2023-02-02 20:04:33.905,41.994,2.405,44.964,1455.24,17.775,0
2535,8,2024-06-26 18:32:02.192,67.288,1.821,52.327,1661.32,8.312,0
2536,23,2025-10-04 03:05:48.957,46.604,3.941,46.662,2397.82,12.903,0
2537,8,2023-03-28 22:39:13.276,69.59,2.562,46.355,2232.28,10.174,0
2538,29,2023-04-12 03:41:46.028,64.627,2.719,45.553,1756.67,7.965,0
2539,18,2023-12-15 13:51:38.803,73.663,2.254,47.924,1872.36,7.581,0
2540,18,2025-03-20 08:11:19.274,58.251,2.322,41.674,2588.18,12.539,0
2541,33,2025-05-23 06:34:31.335,79.792,2.824,32.937,2516.81,7.471,0
2542,32,2023-02-23 05:27:20.853,66.844,1.88,55.714,2631.88,9.775,0
2543,11,2025-08-10 07:32:55.351,63.981,2.696,49.317,2208.75,8.925,0
2544,2,2025-01-27 04:38:44.774,59.26,2.496,51.172,2328.35,9.68,0
2545,22,2025-08-16 11:12:05.316,70.187,2.19,49.452,2958.1,10.924,0
2546,15,2025-09-17 21:45:07.413,71.413,1.904,44.439,2208.87,11.419,0
2547,9,2024-09-24 03:34:04.631,84.704,2.255,47.934,1620.97,13.296,0
2548,21,2024-03-21 09:03:54.120,74.136,2.078,32.449,2188.4,12.052,0
2549,1,2023-05-03 01:33:58.113,70.793,4.109,43.1,1943.11,8.499,0
2550,3,2025-10-09 21:00:35.500,66.585,2.883,42.272,2433.6,13.396,0
2551,23,2025-06-11 17:50:59.720,65.346,1.778,42.591,1471.07,12.707,0
2552,35,2023-03-10 20:32:01.825,65.211,2.651,47.522,2315.75,11.669,0
2553,24,2023-12-23 09:42:36.908,65.389,1.377,42.081,2215.14,9.792,0
2554,3,2023-02-09 19:42:46.075,71.881,1.973,46.082,2234.97,14.239,0
2555,31,2025-07-26 16:28:48.692,72.206,3.055,34.47,2558.24,16.582,0
2556,9,2023-03-13 22:55:35.853,61.143,2.689,40.546,1615.49,9.784,0
2557,30,2024-12-26 12:17:19.857,60.679,2.216,40.205,1979.97,11.967,0
2558,8,2024-04-10 20:06:23.606,58.838,2.935,48.408,2914.12,15.377,0
2559,15,2025-11-25 14:05:34.914,66.945,2.004,46.469,2297.98,10.46,0
2560,8,2025-04-22 07:36:39.295,71.27,1.382,43.778,2366.76,11.137,0
2561,26,2024-08-02 08:23:44.657,63.346,2.39,40.822,2552.17,8.946,0
2562,6,2024-06-25 08:13:52.099,67.545,2.831,40.257,2221.93,9.271,0
2563,3,2023-08-06 07:30:54.918,76.128,1.589,41.731,1832.73,7.927,0
2564,23,2024-01-20 09:58:23.264,77.73,2.934,45.701,2003.03,14.723,0
2565,26,2023-07-12 17:32:58.469,58.406,3.135,40.637,2006.65,14.275,0
2566,12,2024-09-22 07:07:20.281,71.911,2.978,39.752,2065.98,12.471,0
2567,32,2025-05-08 13:57:53.536,58.206,3.597,32.99,1966.38,10.471,0
2568,24,2025-11-24 03:56:46.606,42.248,1.383,48.126,2209.09,16.719,0
2569,14,2025-09-22 22:49:55.169,77.362,2.846,46.566,2219.78,4.035,0
2570,10,2024-12-01 17:32:04.797,53.844,2.581,48.08,2286.9,9.323,0
2571,29,2023-09-06 09:20:25.345,72.499,3.686,49.69,2496.88,10.322,0
2572,34,2024-10-22 17:04:56.949,73.607,2.617,47.558,2309.63,11.636,0
2573,19,2024-02-03 03:09:37.087,58.12,2.434,49.934,2067.56,14.68,0
2574,15,2025-05-06 03:14:47.905,70.897,2.261,51.944,2093.34,16.529,0
2575,15,2024-04-08 10:24:05.254,68.473,2.487,40.561,2173.52,11.389,0
2576,23,2025-11-30 07:58:21.720,54.934,2.326,40.981,2375.8,15.919,0
2577,6,2025-09-20 14:25:10.052,55.185,3.87,44.357,1907.49,14.273,0
2578,30,2023-02-19 21:21:38.954,61.428,2.435,42.979,1954.98,14.172,0
2579,32,2025-05-12 18:19:57.144,62.71,1.351,47.755,1838.33,8.54,0
2580,33,2025-06-02 14:00:34.407,74.541,1.543,33.418,2386.86,11.088,0
2581,13,2024-02-22 08:10:29.251,63.259,2.248,46.158,1974.18,16.428,0
2582,32,2023-05-17 12:37:27.264,53.19,2.856,48.211,1972.1,8.929,0
2583,23,2024-12-07 01:30:21.220,73.137,1.707,41.967,2466.19,12.104,0
2584,15,2025-09-04 18:41:03.984,50.623,3.898,42.35,2079.17,12.767,0
2585,12,2025-02-12 03:57:56.907,70.001,4.069,36.7,2447.79,14.229,0
2586,32,2024-12-30 12:16:42.412,63.903,3.13,49.671,1785.41,17.249,0
2587,28,2025-10-07 17:34:01.148,52.53,1.592,43.691,2777.48,11.075,0
2588,35,2025-07-30 04:25:46.930,64.745,3.646,43.498,1846.47,10.748,0
2589,31,2023-08-08 07:59:31.782,75.966,2.557,54.653,2421.38,10.066,0
2590,17,2023-05-24 11:18:50.963,65.409,1.817,41.658,3543.73,15.056,0
2591,14,2025-12-11 10:57:44.400,71.889,2.001,52.848,2529.82,17.645,0
2592,10,2025-11-08 18:01:28.387,79.665,1.317,39.451,1898.86,9.168,0
2593,33,2023-01-19 11:47:56.213,67.588,2.047,55.363,2771.4,11.981,0
2594,19,2023-10-05 20:42:56.696,80.643,3.691,42.746,1597.24,11.346,0
2595,10,2025-02-24 12:05:13.061,59.843,2.665,45.446,2218.91,13.571,0
2596,12,2023-07-15 14:36:43.809,55.3,2.829,42.802,2259.99,14.872,0
2597,26,2023-03-04 14:09:44.852,55.205,2.275,44.407,2045.72,14.699,0
2598,22,2023-08-20 02:44:59.088,59.237,2.056,41.45,2527.62,10.523,0
2599,25,2023-09-23 06:09:01.779,68.68,4.081,44.626,2533.62,17.014,0
2600,31,2025-08-04 14:52:57.334,73.218,2.487,48.211,1813.79,9.66,0
2601,8,2024-08-05 01:43:44.358,60.163,4.292,40.937,1951.76,8.868,0
2602,32,2023-10-29 23:29:26.803,69.478,2.614,50.434,2401.38,7.859,0
2603,1,2024-06-15 16:41:46.620,58.542,3.592,43.984,2556.28,11.551,0
2604,20,2025-04-25 12:37:59.161,57.259,2.257,40.16,2030.33,12.603,0
2605,21,2023-06-12 14:30:18.315,69.093,1.228,44.913,2024.02,10.055,0
2606,5,2023-08-29 15:04:13.944,66.061,2.06,51.911,2556.42,15.545,0
2607,26,2024-12-24 21:40:02.237,61.041,1.73,45.41,2154.9,10.174,0
2608,19,2024-12-28 01:08:12.467,55.594,2.467,42.98,2406.5,13.995,0
2609,31,2024-12-20 06:02:36.948,73.806,1.493,47.005,1981.76,8.339,0
2610,21,2025-03-10 21:28:34.188,61.571,3.355,43.138,2669.64,13.647,0
2611,3,2024-01-31 21:03:51.212,61.847,3.428,47.227,1920.23,17.576,0
2612,5,2025-05-25 05:08:07.036,67.076,2.515,40.722,2553.86,13.552,0
2613,5,2024-02-08 06:35:37.868,70.034,2.094,49.171,2473.54,9.994,0
2614,18,2023-03-20 20:42:31.552,53.664,2.965,37.133,2245.6,10.658,0
2615,22,2023-12-28 07:02:30.348,74.749,2.186,50.536,2045.74,15.0,0
2616,6,2024-09-22 23:22:34.856,81.483,1.646,46.46,3024.63,12.2,0
2617,14,2024-10-09 01:45:41.984,65.494,3.131,45.205,1687.83,15.397,0
2618,32,2024-01-27 17:44:27.600,48.976,2.167,51.037,2093.04,9.919,0
2619,31,2025-05-29 18:05:27.663,72.034,1.819,38.889,2282.35,11.451,0
2620,2,2023-10-05 17:09:29.770,55.051,3.01,47.322,2092.07,11.126,0
2621,11,2024-12-30 23:55:03.019,68.763,3.452,43.586,2396.41,13.696,0
2622,32,2023-04-16 05:20:59.588,72.034,2.531,40.438,2061.25,13.029,0
2623,6,2023-06-13 21:21:27.177,79.548,2.113,49.024,2101.58,12.331,0
2624,13,2024-09-17 20:57:17.451,77.123,3.111,38.794,2028.26,15.769,0
2625,28,2025-09-19 00:01:22.124,66.135,1.581,40.905,2411.05,14.983,0
2626,30,2024-08-05 12:26:32.475,65.143,4.48,49.121,2126.96,9.553,0
2627,26,2023-02-09 18:54:06.120,57.201,2.768,42.556,2702.12,16.399,0
2628,31,2023-08-25 02:28:43.785,70.065,1.557,41.639,2576.7,10.311,0
2629,32,2025-09-05 01:12:01.499,73.977,2.88,45.259,1989.15,11.717,0
2630,12,2023-05-25 09:03:37.055,66.517,3.326,40.571,2121.15,12.134,0
2631,2,2024-05-19 02:50:44.861,70.301,1.773,38.417,2402.19,7.446,0
2632,34,2024-08-08 13:37:42.139,75.28,2.375,37.262,2055.87,13.137,0
2633,35,2024-04-05 06:58:16.896,60.738,2.516,48.7,2139.34,9.189,0
2634,14,2025-10-27 01:43:02.558,62.608,3.632,53.425,1594.02,15.273,0
2635,20,2023-08-11 07:14:31.361,67.001,3.239,42.248,1669.52,13.753,0
2636,25,2023-12-27 01:16:33.013,57.472,1.389,38.408,2380.27,12.418,0
2637,33,2025-01-05 23:08:33.159,71.26,3.035,42.895,2178.86,10.466,0
2638,22,2023-07-18 22:47:13.229,63.317,1.726,46.952,2522.54,9.55,0
2639,3,2023-06-23 14:25:08.986,75.25,2.591,46.205,1690.17,6.578,0
2640,23,2025-07-11 04:05:37.242,66.153,3.132,41.643,2701.03,14.205,0
2641,32,2025-06-03 06:31:29.457,57.733,2.525,57.385,1827.23,13.585,0
2642,19,2024-09-08 12:42:02.201,62.418,3.066,51.336,2084.13,15.357,0
2643,19,2024-06-09 12:46:08.711,82.77,2.553,48.924,2022.87,12.058,0
2644,1,2023-06-03 14:34:13.616,63.587,3.138,51.023,2167.1,16.601,0
2645,30,2024-03-09 05:30:13.912,77.24,3.177,42.42,2016.45,9.563,0
2646,28,2024-06-27 13:42:07.893,72.593,1.531,48.384,1875.67,14.471,0
2647,29,2024-10-11 10:17:46.910,65.138,3.567,50.707,2630.52,16.382,0
