InspectionID,ProductionOrderID,InspectorOperatorID,InspectionDate,InspectionType,Result,DefectCategory,DefectCount,Remarks
292,268,39,2024-12-26 09:55:36,FinalInspection,Pass,,0,All measured parameters within specification.
293,39,69,2025-01-07 18:09:55,InProcess,Pass,,0,All measured parameters within specification.
294,31,4,2025-11-11 06:28:23,InProcess,ReworkRequired,Coating Thickness Deviation,5,Coating Thickness Deviation identified during inspection; see NCR log.
295,305,51,2024-12-30 21:49:12,InProcess,ReworkRequired,Coating Thickness Deviation,3,Coating Thickness Deviation identified during inspection; see NCR log.
296,108,5,2025-07-22 16:56:54,Incoming,Pass,,0,All measured parameters within specification.
297,191,43,2025-05-25 21:18:59,FinalInspection,Pass,,0,All measured parameters within specification.
298,93,75,2024-01-20 15:22:12,FinalInspection,ReworkRequired,Surface Finish Defect,3,Surface Finish Defect identified during inspection; see NCR log.
299,165,58,2025-08-27 19:14:07,FinalInspection,Pass,,0,All measured parameters within specification.
300,190,78,2024-02-01 06:26:52,InProcess,Pass,,0,All measured parameters within specification.
301,131,22,2025-12-27 04:17:20,InProcess,Pass,,0,All measured parameters within specification.
302,36,31,2023-02-18 22:26:08,InProcess,Pass,,0,All measured parameters within specification.
303,212,7,2025-03-01 13:28:48,Audit,Pass,,0,All measured parameters within specification.
304,118,34,2025-11-16 18:05:33,Incoming,Pass,,0,All measured parameters within specification.
305,90,10,2025-12-21 16:23:26,InProcess,Pass,,0,All measured parameters within specification.
306,389,80,2024-06-10 17:51:04,InProcess,Pass,,0,All measured parameters within specification.
307,96,10,2025-02-03 06:24:06,InProcess,Pass,,0,All measured parameters within specification.
308,56,61,2025-05-01 13:29:53,Incoming,Pass,,0,All measured parameters within specification.
309,229,25,2025-11-14 14:27:40,Incoming,Pass,,0,All measured parameters within specification.
310,356,36,2023-01-18 07:24:47,Incoming,Pass,,0,All measured parameters within specification.
311,326,51,2025-05-07 11:36:42,Incoming,Pass,,0,All measured parameters within specification.
312,93,59,2024-03-12 02:50:52,InProcess,ReworkRequired,Fastener Torque Non-Conformance,5,Fastener Torque Non-Conformance identified during inspection; see NCR log.
313,401,31,2025-12-23 03:44:10,InProcess,Pass,,0,All measured parameters within specification.
314,354,71,2025-02-28 02:51:50,Incoming,Pass,,0,All measured parameters within specification.
315,163,27,2025-05-10 10:48:57,InProcess,Pass,,0,All measured parameters within specification.
316,59,4,2023-07-10 14:31:56,InProcess,Pass,,0,All measured parameters within specification.
317,100,16,2024-09-06 19:53:36,InProcess,ReworkRequired,Foreign Object Debris (FOD),6,Foreign Object Debris (FOD) identified during inspection; see NCR log.
318,4,56,2025-02-15 06:14:56,Incoming,Fail,Fastener Torque Non-Conformance,11,Fastener Torque Non-Conformance identified during inspection; see NCR log.
319,247,7,2023-02-15 07:12:30,Incoming,Pass,,0,All measured parameters within specification.
320,90,44,2023-05-09 18:34:27,InProcess,Fail,Surface Finish Defect,11,Surface Finish Defect identified during inspection; see NCR log.
321,299,22,2024-10-27 04:34:41,Audit,Pass,,0,All measured parameters within specification.
322,381,41,2023-06-28 22:23:19,InProcess,Pass,,0,All measured parameters within specification.
323,285,19,2023-02-08 12:51:42,InProcess,Pass,,0,All measured parameters within specification.
324,7,48,2023-08-09 10:17:10,FinalInspection,Pass,,0,All measured parameters within specification.
325,116,50,2024-04-20 21:00:37,InProcess,Fail,Surface Finish Defect,8,Surface Finish Defect identified during inspection; see NCR log.
326,424,32,2023-10-25 12:56:52,InProcess,Pass,,0,All measured parameters within specification.
327,336,68,2023-04-26 22:25:20,FinalInspection,Fail,Coating Thickness Deviation,2,Coating Thickness Deviation identified during inspection; see NCR log.
328,407,60,2024-12-19 07:35:46,Incoming,Pass,,0,All measured parameters within specification.
329,277,14,2023-09-08 23:18:16,Incoming,ReworkRequired,Dimensional Tolerance Deviation,12,Dimensional Tolerance Deviation identified during inspection; see NCR log.
330,41,64,2025-05-04 20:29:43,Incoming,Fail,Weld Discontinuity,5,Weld Discontinuity identified during inspection; see NCR log.
331,161,68,2023-11-14 05:08:12,InProcess,Pass,,0,All measured parameters within specification.
332,373,24,2024-03-07 07:19:54,Incoming,Pass,,0,All measured parameters within specification.
333,130,78,2023-10-03 09:31:45,FinalInspection,Fail,Material Porosity,8,Material Porosity identified during inspection; see NCR log.
334,239,70,2025-09-17 08:24:35,InProcess,Pass,,0,All measured parameters within specification.
335,324,56,2023-11-16 17:41:20,InProcess,Pass,,0,All measured parameters within specification.
336,66,65,2024-01-28 03:17:32,InProcess,Pass,,0,All measured parameters within specification.
337,166,11,2023-04-06 05:00:40,InProcess,Pass,,0,All measured parameters within specification.
338,418,23,2023-09-20 16:20:34,InProcess,Pass,,0,All measured parameters within specification.
339,288,14,2025-01-22 10:52:16,InProcess,Pass,,0,All measured parameters within specification.
340,2,60,2023-02-16 08:43:38,InProcess,Pass,,0,All measured parameters within specification.
341,369,12,2024-09-27 16:25:12,FinalInspection,Pass,,0,All measured parameters within specification.
342,431,80,2025-05-16 18:32:14,FinalInspection,Pass,,0,All measured parameters within specification.
343,208,7,2023-12-15 13:27:13,FinalInspection,Pass,,0,All measured parameters within specification.
344,134,18,2024-07-27 22:57:07,Incoming,Pass,,0,All measured parameters within specification.
345,179,56,2023-02-21 06:59:25,FinalInspection,Pass,,0,All measured parameters within specification.
346,365,72,2023-01-30 18:15:50,Incoming,Pass,,0,All measured parameters within specification.
347,277,5,2025-09-26 10:25:18,FinalInspection,Pass,,0,All measured parameters within specification.
348,378,22,2025-08-14 12:01:56,Incoming,Pass,,0,All measured parameters within specification.
349,128,48,2025-05-11 23:03:33,InProcess,Pass,,0,All measured parameters within specification.
350,66,17,2023-02-11 08:23:20,InProcess,Pass,,0,All measured parameters within specification.
351,296,13,2023-11-06 01:45:03,Incoming,Pass,,0,All measured parameters within specification.
352,37,36,2025-11-01 10:16:17,FinalInspection,ReworkRequired,Foreign Object Debris (FOD),10,Foreign Object Debris (FOD) identified during inspection; see NCR log.
353,339,62,2024-07-29 17:52:54,FinalInspection,Pass,,0,All measured parameters within specification.
354,358,61,2025-01-12 01:46:44,Incoming,Fail,Surface Finish Defect,12,Surface Finish Defect identified during inspection; see NCR log.
355,254,24,2023-09-21 10:02:26,Incoming,Pass,,0,All measured parameters within specification.
356,207,76,2025-02-28 06:34:56,InProcess,ReworkRequired,Dimensional Tolerance Deviation,12,Dimensional Tolerance Deviation identified during inspection; see NCR log.
357,456,44,2025-06-16 14:40:52,FinalInspection,Pass,,0,All measured parameters within specification.
358,143,9,2024-01-19 14:32:49,FinalInspection,Pass,,0,All measured parameters within specification.
359,23,4,2024-12-16 16:47:07,InProcess,Pass,,0,All measured parameters within specification.
360,62,76,2025-07-26 05:54:04,FinalInspection,ReworkRequired,Coating Thickness Deviation,7,Coating Thickness Deviation identified during inspection; see NCR log.
361,53,32,2023-08-02 06:13:54,FinalInspection,Pass,,0,All measured parameters within specification.
362,370,62,2024-12-15 09:34:32,FinalInspection,Pass,,0,All measured parameters within specification.
363,357,17,2023-04-12 15:02:02,FinalInspection,Fail,Surface Finish Defect,12,Surface Finish Defect identified during inspection; see NCR log.
364,118,7,2023-12-08 13:34:05,InProcess,Pass,,0,All measured parameters within specification.
365,370,21,2023-05-29 12:48:32,Incoming,Pass,,0,All measured parameters within specification.
366,266,28,2025-12-11 22:21:11,InProcess,Fail,Surface Finish Defect,11,Surface Finish Defect identified during inspection; see NCR log.
367,368,77,2023-08-25 13:38:14,InProcess,Pass,,0,All measured parameters within specification.
368,286,20,2024-06-21 06:46:00,Audit,Pass,,0,All measured parameters within specification.
369,335,12,2023-04-21 15:26:13,FinalInspection,Pass,,0,All measured parameters within specification.
370,375,77,2023-11-02 03:51:12,FinalInspection,Pass,,0,All measured parameters within specification.
371,455,35,2023-01-25 02:31:37,InProcess,ReworkRequired,Fastener Torque Non-Conformance,11,Fastener Torque Non-Conformance identified during inspection; see NCR log.
372,403,11,2024-06-12 12:15:40,InProcess,Pass,,0,All measured parameters within specification.
373,260,51,2023-11-11 08:49:25,Incoming,Pass,,0,All measured parameters within specification.
374,402,21,2024-06-04 15:35:17,InProcess,Pass,,0,All measured parameters within specification.
375,463,32,2025-12-22 19:57:43,Incoming,Pass,,0,All measured parameters within specification.
376,254,9,2023-05-19 22:01:13,Incoming,Pass,,0,All measured parameters within specification.
377,404,50,2024-01-10 14:34:31,InProcess,Pass,,0,All measured parameters within specification.
378,365,78,2023-11-09 20:37:39,FinalInspection,Pass,,0,All measured parameters within specification.
379,201,54,2023-05-02 03:36:53,FinalInspection,ReworkRequired,Coating Thickness Deviation,7,Coating Thickness Deviation identified during inspection; see NCR log.
380,325,73,2024-12-05 03:02:13,Incoming,Fail,Dimensional Tolerance Deviation,4,Dimensional Tolerance Deviation identified during inspection; see NCR log.
381,5,1,2023-08-16 10:23:03,Incoming,Pass,,0,All measured parameters within specification.
382,273,69,2025-12-01 22:14:19,FinalInspection,Pass,,0,All measured parameters within specification.
383,302,43,2024-03-18 23:22:04,InProcess,Pass,,0,All measured parameters within specification.
384,149,71,2023-09-02 11:58:04,InProcess,Pass,,0,All measured parameters within specification.
385,464,40,2025-08-07 12:51:13,FinalInspection,Fail,Surface Finish Defect,9,Surface Finish Defect identified during inspection; see NCR log.
386,421,75,2025-11-16 04:46:38,InProcess,Pass,,0,All measured parameters within specification.
387,374,7,2024-12-17 04:09:37,FinalInspection,Pass,,0,All measured parameters within specification.
388,65,15,2023-07-15 13:09:21,FinalInspection,Pass,,0,All measured parameters within specification.
389,41,68,2025-12-16 01:22:12,InProcess,Pass,,0,All measured parameters within specification.
390,392,69,2024-06-16 13:25:58,FinalInspection,Pass,,0,All measured parameters within specification.
391,116,24,2024-12-08 05:33:50,Incoming,Pass,,0,All measured parameters within specification.
392,93,54,2024-01-28 07:37:06,InProcess,ReworkRequired,Dimensional Tolerance Deviation,10,Dimensional Tolerance Deviation identified during inspection; see NCR log.
393,341,60,2025-09-22 08:31:16,FinalInspection,Pass,,0,All measured parameters within specification.
394,211,54,2025-06-20 01:35:19,Incoming,Pass,,0,All measured parameters within specification.
395,142,67,2023-03-22 22:55:28,Incoming,Pass,,0,All measured parameters within specification.
396,39,53,2023-09-09 16:09:51,InProcess,Pass,,0,All measured parameters within specification.
397,141,44,2023-04-08 10:46:36,InProcess,ReworkRequired,Foreign Object Debris (FOD),9,Foreign Object Debris (FOD) identified during inspection; see NCR log.
398,101,13,2024-08-01 21:01:42,Audit,Pass,,0,All measured parameters within specification.
399,413,8,2024-12-11 15:17:20,FinalInspection,Pass,,0,All measured parameters within specification.
400,7,53,2025-07-14 04:53:10,FinalInspection,Pass,,0,All measured parameters within specification.
401,444,3,2023-10-10 17:51:19,Audit,Pass,,0,All measured parameters within specification.
402,39,26,2024-10-06 09:06:26,InProcess,Pass,,0,All measured parameters within specification.
403,123,11,2024-08-04 11:10:21,Incoming,Pass,,0,All measured parameters within specification.
404,130,44,2023-11-24 10:29:04,FinalInspection,Pass,,0,All measured parameters within specification.
405,305,30,2023-08-21 08:23:26,InProcess,Fail,Weld Discontinuity,6,Weld Discontinuity identified during inspection; see NCR log.
406,135,62,2025-10-23 19:35:25,InProcess,Pass,,0,All measured parameters within specification.
407,361,16,2024-04-14 18:14:46,FinalInspection,Pass,,0,All measured parameters within specification.
408,328,62,2024-11-22 20:21:12,FinalInspection,ReworkRequired,Foreign Object Debris (FOD),9,Foreign Object Debris (FOD) identified during inspection; see NCR log.
409,207,15,2023-01-08 21:09:01,InProcess,Pass,,0,All measured parameters within specification.
410,329,15,2024-07-27 23:36:08,FinalInspection,Pass,,0,All measured parameters within specification.
411,439,53,2023-04-16 18:15:37,InProcess,Pass,,0,All measured parameters within specification.
412,385,9,2024-04-23 19:23:22,FinalInspection,Pass,,0,All measured parameters within specification.
413,274,1,2023-09-30 06:25:42,FinalInspection,Fail,Coating Thickness Deviation,2,Coating Thickness Deviation identified during inspection; see NCR log.
414,431,76,2023-02-24 02:51:14,Incoming,Pass,,0,All measured parameters within specification.
415,161,35,2025-11-24 20:51:53,FinalInspection,Pass,,0,All measured parameters within specification.
416,313,9,2023-01-15 05:19:10,InProcess,Pass,,0,All measured parameters within specification.
417,310,8,2025-10-24 05:21:11,FinalInspection,Pass,,0,All measured parameters within specification.
418,299,48,2023-03-15 05:57:32,Audit,Pass,,0,All measured parameters within specification.
419,38,76,2025-05-27 21:51:15,FinalInspection,Pass,,0,All measured parameters within specification.
420,355,2,2023-10-08 03:11:22,Incoming,Fail,Dimensional Tolerance Deviation,8,Dimensional Tolerance Deviation identified during inspection; see NCR log.
421,355,46,2024-12-17 09:23:22,Incoming,ReworkRequired,Foreign Object Debris (FOD),9,Foreign Object Debris (FOD) identified during inspection; see NCR log.
422,441,4,2023-07-07 15:33:13,FinalInspection,Pass,,0,All measured parameters within specification.
423,124,52,2025-07-21 15:08:54,InProcess,Pass,,0,All measured parameters within specification.
424,165,23,2024-02-04 02:35:59,FinalInspection,Pass,,0,All measured parameters within specification.
425,120,14,2025-03-14 18:21:51,Incoming,Pass,,0,All measured parameters within specification.
426,18,72,2023-09-26 09:10:07,InProcess,Fail,Material Porosity,1,Material Porosity identified during inspection; see NCR log.
427,404,7,2023-02-23 22:34:25,InProcess,Pass,,0,All measured parameters within specification.
428,434,50,2023-12-23 23:23:00,Audit,Pass,,0,All measured parameters within specification.
429,217,35,2023-10-21 00:03:16,InProcess,ReworkRequired,Fastener Torque Non-Conformance,12,Fastener Torque Non-Conformance identified during inspection; see NCR log.
430,347,50,2025-12-27 10:04:50,FinalInspection,Pass,,0,All measured parameters within specification.
431,19,73,2024-09-28 01:01:11,InProcess,Pass,,0,All measured parameters within specification.
432,191,76,2023-06-21 16:35:00,FinalInspection,Pass,,0,All measured parameters within specification.
433,422,10,2023-04-29 19:20:50,FinalInspection,Pass,,0,All measured parameters within specification.
434,451,13,2025-03-16 16:51:29,InProcess,Pass,,0,All measured parameters within specification.
435,372,18,2024-10-11 09:04:14,InProcess,Pass,,0,All measured parameters within specification.
436,90,15,2024-04-08 08:10:24,InProcess,Pass,,0,All measured parameters within specification.
437,252,58,2023-04-24 13:36:03,FinalInspection,Pass,,0,All measured parameters within specification.
438,182,14,2023-03-26 00:11:33,InProcess,Pass,,0,All measured parameters within specification.
439,138,76,2025-07-22 08:28:47,InProcess,Pass,,0,All measured parameters within specification.
440,81,58,2024-11-22 18:27:43,InProcess,Pass,,0,All measured parameters within specification.
441,101,62,2023-10-09 08:01:52,InProcess,Pass,,0,All measured parameters within specification.
442,116,48,2025-12-08 19:58:08,FinalInspection,Pass,,0,All measured parameters within specification.
443,214,36,2025-02-01 01:02:31,InProcess,Pass,,0,All measured parameters within specification.
444,311,64,2024-02-22 21:38:14,Incoming,ReworkRequired,Coating Thickness Deviation,6,Coating Thickness Deviation identified during inspection; see NCR log.
445,160,30,2025-04-29 00:07:08,Incoming,Pass,,0,All measured parameters within specification.
446,498,51,2025-08-27 02:23:51,InProcess,Pass,,0,All measured parameters within specification.
447,402,57,2023-07-05 10:07:23,InProcess,ReworkRequired,Surface Finish Defect,10,Surface Finish Defect identified during inspection; see NCR log.
448,109,36,2025-08-17 21:07:14,Incoming,Pass,,0,All measured parameters within specification.
449,485,33,2023-08-31 07:59:53,Incoming,Pass,,0,All measured parameters within specification.
450,125,30,2024-02-03 02:25:56,Incoming,Pass,,0,All measured parameters within specification.
451,167,12,2025-08-31 23:20:39,InProcess,Pass,,0,All measured parameters within specification.
452,452,77,2023-05-17 04:39:00,Incoming,ReworkRequired,Dimensional Tolerance Deviation,1,Dimensional Tolerance Deviation identified during inspection; see NCR log.
453,21,50,2024-06-29 11:01:13,InProcess,Fail,Foreign Object Debris (FOD),11,Foreign Object Debris (FOD) identified during inspection; see NCR log.
454,42,72,2023-02-17 07:05:38,FinalInspection,Pass,,0,All measured parameters within specification.
455,82,18,2024-10-22 14:55:59,InProcess,Pass,,0,All measured parameters within specification.
456,299,26,2025-02-21 04:51:38,FinalInspection,Fail,Foreign Object Debris (FOD),7,Foreign Object Debris (FOD) identified during inspection; see NCR log.
457,414,58,2024-09-17 19:37:19,Incoming,Pass,,0,All measured parameters within specification.
458,442,24,2023-07-14 07:13:04,FinalInspection,Pass,,0,All measured parameters within specification.
459,61,65,2023-05-16 08:01:06,FinalInspection,Pass,,0,All measured parameters within specification.
460,124,37,2025-05-07 11:45:52,Incoming,Fail,Foreign Object Debris (FOD),12,Foreign Object Debris (FOD) identified during inspection; see NCR log.
461,45,73,2024-06-18 04:01:05,InProcess,Pass,,0,All measured parameters within specification.
462,369,42,2023-03-18 08:26:31,Incoming,Pass,,0,All measured parameters within specification.
463,358,6,2024-05-29 08:41:27,FinalInspection,Fail,Material Porosity,9,Material Porosity identified during inspection; see NCR log.
464,312,37,2024-05-30 06:33:14,FinalInspection,Fail,Surface Finish Defect,7,Surface Finish Defect identified during inspection; see NCR log.
465,90,45,2024-05-06 14:33:35,InProcess,Pass,,0,All measured parameters within specification.
466,59,19,2024-11-02 15:03:47,Incoming,ReworkRequired,Weld Discontinuity,1,Weld Discontinuity identified during inspection; see NCR log.
467,49,47,2025-03-05 19:05:45,FinalInspection,Pass,,0,All measured parameters within specification.
468,442,1,2024-07-17 01:27:57,Incoming,Pass,,0,All measured parameters within specification.
469,39,57,2024-04-06 18:02:10,Incoming,Pass,,0,All measured parameters within specification.
470,174,19,2025-11-04 11:31:58,Incoming,Pass,,0,All measured parameters within specification.
471,432,22,2025-04-25 00:04:50,Audit,Pass,,0,All measured parameters within specification.
472,387,35,2025-01-17 05:05:09,Audit,Pass,,0,All measured parameters within specification.
473,26,72,2023-05-03 01:00:19,Audit,Pass,,0,All measured parameters within specification.
474,357,19,2024-11-05 12:08:54,FinalInspection,Pass,,0,All measured parameters within specification.
475,229,11,2023-12-06 04:32:09,Incoming,Pass,,0,All measured parameters within specification.
476,197,57,2023-06-25 15:42:42,Incoming,Pass,,0,All measured parameters within specification.
477,465,17,2023-11-05 14:18:40,Incoming,Pass,,0,All measured parameters within specification.
478,465,10,2025-11-16 05:50:42,Incoming,Pass,,0,All measured parameters within specification.
479,492,65,2023-06-14 16:42:12,Audit,Pass,,0,All measured parameters within specification.
480,302,13,2025-02-23 04:51:23,Incoming,Pass,,0,All measured parameters within specification.
481,208,28,2024-12-28 00:13:05,Incoming,Pass,,0,All measured parameters within specification.
482,138,45,2025-12-10 00:42:34,InProcess,Pass,,0,All measured parameters within specification.
483,302,4,2025-07-29 01:44:06,InProcess,Pass,,0,All measured parameters within specification.
484,392,48,2023-06-13 13:14:29,Incoming,Pass,,0,All measured parameters within specification.
485,142,20,2025-04-22 18:19:19,Audit,Pass,,0,All measured parameters within specification.
486,346,29,2024-06-23 22:07:17,InProcess,Pass,,0,All measured parameters within specification.
487,265,11,2023-07-17 18:48:53,FinalInspection,Pass,,0,All measured parameters within specification.
488,429,37,2024-09-04 10:00:26,Incoming,Pass,,0,All measured parameters within specification.
489,47,53,2025-02-21 14:45:59,InProcess,Pass,,0,All measured parameters within specification.
490,197,78,2025-10-23 01:56:33,Audit,ReworkRequired,Fastener Torque Non-Conformance,9,Fastener Torque Non-Conformance identified during inspection; see NCR log.
491,14,10,2024-09-10 23:00:38,InProcess,Fail,Foreign Object Debris (FOD),6,Foreign Object Debris (FOD) identified during inspection; see NCR log.
492,375,6,2023-02-25 22:43:14,Audit,Fail,Surface Finish Defect,6,Surface Finish Defect identified during inspection; see NCR log.
493,314,63,2023-07-03 19:11:18,Audit,Pass,,0,All measured parameters within specification.
494,87,46,2024-08-08 04:49:52,FinalInspection,ReworkRequired,Dimensional Tolerance Deviation,5,Dimensional Tolerance Deviation identified during inspection; see NCR log.
495,118,36,2025-10-23 20:14:14,InProcess,Pass,,0,All measured parameters within specification.
496,113,37,2025-05-15 08:59:49,FinalInspection,Pass,,0,All measured parameters within specification.
497,55,35,2024-02-21 14:11:21,InProcess,Pass,,0,All measured parameters within specification.
498,100,24,2023-09-07 02:16:27,InProcess,Fail,Fastener Torque Non-Conformance,5,Fastener Torque Non-Conformance identified during inspection; see NCR log.
499,226,71,2025-03-21 12:10:08,Audit,Pass,,0,All measured parameters within specification.
500,361,63,2023-12-10 02:28:05,FinalInspection,Pass,,0,All measured parameters within specification.
501,469,42,2024-06-12 21:24:50,InProcess,Pass,,0,All measured parameters within specification.
502,488,2,2024-09-22 09:20:27,FinalInspection,Fail,Surface Finish Defect,2,Surface Finish Defect identified during inspection; see NCR log.
503,241,44,2024-12-02 02:00:59,FinalInspection,Pass,,0,All measured parameters within specification.
504,122,17,2025-04-21 09:25:09,InProcess,Pass,,0,All measured parameters within specification.
505,213,59,2025-05-18 23:58:47,InProcess,Fail,Surface Finish Defect,2,Surface Finish Defect identified during inspection; see NCR log.
506,51,34,2023-09-11 10:43:29,Incoming,ReworkRequired,Material Porosity,11,Material Porosity identified during inspection; see NCR log.
507,41,17,2024-08-07 18:55:35,InProcess,Pass,,0,All measured parameters within specification.
508,58,53,2024-01-16 04:11:19,InProcess,Fail,Fastener Torque Non-Conformance,6,Fastener Torque Non-Conformance identified during inspection; see NCR log.
509,392,60,2025-11-17 12:39:27,InProcess,ReworkRequired,Coating Thickness Deviation,11,Coating Thickness Deviation identified during inspection; see NCR log.
510,397,14,2025-11-08 12:54:43,Incoming,Fail,Dimensional Tolerance Deviation,1,Dimensional Tolerance Deviation identified during inspection; see NCR log.
511,169,19,2024-07-10 17:57:57,Audit,Pass,,0,All measured parameters within specification.
512,293,77,2024-07-10 12:01:29,InProcess,ReworkRequired,Foreign Object Debris (FOD),11,Foreign Object Debris (FOD) identified during inspection; see NCR log.
513,304,43,2024-12-16 11:42:03,InProcess,Fail,Coating Thickness Deviation,3,Coating Thickness Deviation identified during inspection; see NCR log.
514,480,13,2024-07-29 03:09:31,Incoming,Pass,,0,All measured parameters within specification.
515,66,55,2025-11-10 20:16:57,InProcess,Pass,,0,All measured parameters within specification.
516,88,44,2024-05-04 16:55:55,Audit,Pass,,0,All measured parameters within specification.
517,38,76,2025-09-22 00:30:12,FinalInspection,Fail,Surface Finish Defect,8,Surface Finish Defect identified during inspection; see NCR log.
518,383,68,2024-04-14 23:40:44,Incoming,Pass,,0,All measured parameters within specification.
519,209,1,2024-11-23 20:53:14,InProcess,Pass,,0,All measured parameters within specification.
520,249,13,2023-08-29 04:57:16,Incoming,Pass,,0,All measured parameters within specification.
521,150,77,2024-04-25 17:51:38,InProcess,Pass,,0,All measured parameters within specification.
522,132,50,2025-12-13 16:01:50,Incoming,Pass,,0,All measured parameters within specification.
523,74,65,2023-04-03 18:45:04,Incoming,ReworkRequired,Surface Finish Defect,4,Surface Finish Defect identified during inspection; see NCR log.
524,452,51,2023-01-01 20:43:14,FinalInspection,Pass,,0,All measured parameters within specification.
525,449,27,2023-12-19 00:55:51,Incoming,Pass,,0,All measured parameters within specification.
526,236,61,2025-09-24 06:49:26,FinalInspection,Pass,,0,All measured parameters within specification.
527,21,68,2023-05-11 22:29:54,Incoming,Pass,,0,All measured parameters within specification.
528,481,69,2025-04-04 13:23:26,Incoming,Pass,,0,All measured parameters within specification.
529,451,5,2025-05-07 20:25:23,Audit,Pass,,0,All measured parameters within specification.
530,35,64,2023-10-23 10:41:53,Incoming,Pass,,0,All measured parameters within specification.
531,376,2,2025-04-24 11:39:10,Incoming,Pass,,0,All measured parameters within specification.
532,326,55,2023-04-21 09:52:31,Incoming,Pass,,0,All measured parameters within specification.
533,120,78,2025-05-18 22:10:15,FinalInspection,Fail,Surface Finish Defect,2,Surface Finish Defect identified during inspection; see NCR log.
534,372,72,2023-06-29 21:23:35,FinalInspection,Pass,,0,All measured parameters within specification.
535,271,17,2023-02-16 17:55:31,Incoming,Fail,Fastener Torque Non-Conformance,9,Fastener Torque Non-Conformance identified during inspection; see NCR log.
536,483,46,2024-01-27 23:01:46,Audit,Pass,,0,All measured parameters within specification.
537,315,48,2023-04-10 23:26:59,FinalInspection,Pass,,0,All measured parameters within specification.
538,326,54,2025-07-11 08:17:56,Incoming,Pass,,0,All measured parameters within specification.
539,86,68,2023-06-12 14:43:59,Incoming,Pass,,0,All measured parameters within specification.
540,8,49,2025-11-15 03:43:58,Incoming,Pass,,0,All measured parameters within specification.
541,242,21,2023-09-20 22:59:51,InProcess,Pass,,0,All measured parameters within specification.
542,418,17,2023-09-15 19:24:53,FinalInspection,ReworkRequired,Foreign Object Debris (FOD),7,Foreign Object Debris (FOD) identified during inspection; see NCR log.
543,126,56,2024-08-13 00:54:37,InProcess,Pass,,0,All measured parameters within specification.
544,436,14,2023-06-11 05:13:13,Incoming,Pass,,0,All measured parameters within specification.
545,91,29,2024-03-15 01:20:05,Incoming,Pass,,0,All measured parameters within specification.
546,17,79,2024-11-26 03:54:49,InProcess,Fail,Foreign Object Debris (FOD),7,Foreign Object Debris (FOD) identified during inspection; see NCR log.
547,10,31,2025-08-21 01:03:40,Incoming,Pass,,0,All measured parameters within specification.
548,428,69,2025-01-30 12:50:14,FinalInspection,Fail,Surface Finish Defect,8,Surface Finish Defect identified during inspection; see NCR log.
549,287,27,2023-01-21 12:54:10,Incoming,Pass,,0,All measured parameters within specification.
550,90,69,2025-05-14 11:35:23,Audit,Pass,,0,All measured parameters within specification.
551,57,51,2024-10-21 09:26:48,Audit,Pass,,0,All measured parameters within specification.
552,362,55,2023-05-19 04:18:03,Incoming,Pass,,0,All measured parameters within specification.
553,142,25,2024-12-22 19:10:32,InProcess,Pass,,0,All measured parameters within specification.
554,486,61,2024-07-12 05:28:18,FinalInspection,Pass,,0,All measured parameters within specification.
555,162,6,2024-02-17 08:40:20,FinalInspection,Pass,,0,All measured parameters within specification.
556,61,30,2024-07-27 02:41:17,InProcess,Pass,,0,All measured parameters within specification.
557,241,12,2025-01-24 17:02:35,InProcess,Pass,,0,All measured parameters within specification.
558,143,31,2023-01-25 19:54:11,FinalInspection,Fail,Coating Thickness Deviation,9,Coating Thickness Deviation identified during inspection; see NCR log.
559,69,11,2024-06-29 07:09:10,InProcess,Pass,,0,All measured parameters within specification.
560,338,49,2023-08-10 00:51:03,InProcess,Fail,Coating Thickness Deviation,10,Coating Thickness Deviation identified during inspection; see NCR log.
561,387,35,2024-05-22 23:04:28,Incoming,Pass,,0,All measured parameters within specification.
562,94,66,2025-08-18 02:36:03,FinalInspection,ReworkRequired,Dimensional Tolerance Deviation,5,Dimensional Tolerance Deviation identified during inspection; see NCR log.
563,402,46,2024-07-24 01:04:25,FinalInspection,Fail,Fastener Torque Non-Conformance,4,Fastener Torque Non-Conformance identified during inspection; see NCR log.
564,454,32,2023-06-30 05:43:08,InProcess,Pass,,0,All measured parameters within specification.
565,5,16,2023-02-18 00:48:32,Audit,Pass,,0,All measured parameters within specification.
566,100,76,2024-08-05 12:15:54,InProcess,Pass,,0,All measured parameters within specification.
567,96,30,2025-05-18 22:49:22,InProcess,Pass,,0,All measured parameters within specification.
568,400,67,2025-02-27 06:50:48,FinalInspection,Pass,,0,All measured parameters within specification.
569,249,50,2024-05-20 11:26:30,Incoming,Pass,,0,All measured parameters within specification.
570,107,20,2023-11-07 09:18:47,InProcess,Pass,,0,All measured parameters within specification.
571,220,34,2024-04-09 16:31:17,InProcess,Pass,,0,All measured parameters within specification.
572,173,46,2025-10-11 17:12:58,FinalInspection,Pass,,0,All measured parameters within specification.
573,236,3,2023-08-13 06:06:48,FinalInspection,Pass,,0,All measured parameters within specification.
574,303,49,2025-11-10 11:17:53,InProcess,Pass,,0,All measured parameters within specification.
575,392,77,2025-07-14 23:37:24,FinalInspection,ReworkRequired,Foreign Object Debris (FOD),9,Foreign Object Debris (FOD) identified during inspection; see NCR log.
576,259,42,2025-09-23 22:38:42,Incoming,Fail,Material Porosity,11,Material Porosity identified during inspection; see NCR log.
