PurchaseOrderLineID,PurchaseOrderID,ItemID,QuantityOrdered,QuantityReceived,UnitPrice,LineTotal
588,35,152,165.93,165.93,192.75,31983.01
589,180,100,344.73,344.73,6402.27,2207054.54
590,398,139,39.47,39.47,47.46,1873.25
591,347,128,91.57,91.57,180.48,16526.55
592,69,214,428.59,0.0,173.86,74514.66
593,333,248,117.45,99.51,153.26,18000.39
594,241,15,419.34,419.34,173101.91,72588554.94
595,318,185,143.24,0.0,37.45,5364.34
596,329,31,323.23,0.0,209.6,67749.01
597,73,168,348.6,0.0,264540.31,92218752.07
598,264,118,258.76,0.0,107.63,27850.34
599,106,223,156.13,0.0,16.38,2557.41
600,290,39,110.26,0.0,49.06,5409.36
601,138,60,21.43,21.43,374.9,8034.11
602,182,10,155.45,155.45,8441.54,1312237.39
603,237,126,328.32,0.0,245036.18,80450278.62
604,92,121,469.46,370.72,247728.55,116298645.08
605,155,63,436.25,0.0,14.67,6399.79
606,44,34,384.2,0.0,1088.7,418278.54
607,81,162,395.28,0.0,73.25,28954.26
608,344,79,334.17,334.17,244942.47,81852425.2
609,202,25,133.84,133.84,205655.25,27524898.66
610,168,44,454.06,0.0,218.76,99330.17
611,60,17,337.01,0.0,97.17,32747.26
612,39,28,282.42,0.0,224366.71,63365646.24
613,191,153,59.94,59.94,1678.44,100605.69
614,246,57,226.29,226.29,37526.18,8491799.27
615,16,52,232.88,111.09,86.12,20055.63
616,314,189,432.96,432.96,201.92,87423.28
617,202,84,275.59,275.59,154117.68,42473291.43
618,48,176,193.3,111.03,93.22,18019.43
619,193,215,488.52,488.52,22.53,11006.36
620,53,55,59.81,0.0,247.47,14801.18
621,242,152,214.16,0.0,189.48,40579.04
622,332,17,25.8,25.8,81.84,2111.47
623,359,37,371.25,0.0,19.24,7142.85
624,310,44,459.45,0.0,211.9,97357.46
625,260,142,143.62,143.62,107.58,15450.64
626,209,63,429.88,0.0,15.43,6633.05
627,149,11,149.65,149.65,724.88,108478.29
628,18,203,455.83,455.83,184987.06,84322651.56
629,212,157,378.21,0.0,231223.07,87450877.3
630,92,41,403.43,84.78,150708.39,60800285.78
631,321,2,13.91,0.0,175834.64,2445859.84
632,316,238,481.59,481.59,155.45,74863.17
633,153,167,364.7,0.0,1227.27,447585.37
634,236,73,155.85,73.33,18.45,2875.43
635,297,198,415.55,0.0,43.71,18163.69
636,305,33,144.35,0.0,190.86,27550.64
637,279,164,437.01,0.0,187.0,81720.87
638,40,116,60.73,60.73,1629.27,98945.57
639,54,241,353.32,110.75,34.45,12171.87
640,191,47,272.65,272.65,255.32,69613.0
641,94,157,52.78,0.0,264612.48,13966246.69
642,344,161,124.74,124.74,4.86,606.24
643,114,78,11.14,11.14,137849.94,1535648.33
644,351,2,237.04,0.0,202668.18,48040465.39
645,164,50,154.13,0.0,190.09,29298.57
646,76,136,301.19,0.0,193.0,58129.67
647,284,159,152.13,152.13,1390.87,211593.05
648,316,195,153.46,153.46,31.56,4843.2
649,232,130,372.88,0.0,44.32,16526.04
650,48,198,28.83,17.51,40.83,1177.13
651,3,14,451.93,451.93,4285.3,1936655.63
652,262,204,426.87,0.0,351.9,150215.55
653,276,217,335.56,335.56,51.46,17267.92
654,127,122,298.64,0.0,6957.31,2077731.06
655,145,41,446.69,0.0,157463.04,70337165.34
656,62,12,96.74,0.0,48713.5,4712543.99
657,261,94,44.09,0.0,2871.29,126595.18
658,102,112,123.56,44.9,173282.65,21410804.23
659,342,228,398.32,398.32,90.65,36107.71
660,170,12,22.16,0.0,49385.32,1094378.69
661,147,14,293.49,0.0,5111.18,1500080.22
662,111,46,497.74,0.0,24518.99,12204082.08
663,273,8,428.57,0.0,7103.39,3044299.85
664,302,30,263.12,263.12,90.88,23912.35
665,166,61,36.5,36.5,266609.22,9731236.53
666,314,152,416.53,416.53,209.89,87425.48
667,193,108,301.49,301.49,322.04,97091.84
668,149,174,61.89,61.89,430.64,26652.31
669,222,59,51.46,51.46,43072.22,2216496.44
670,102,84,455.27,158.46,158935.55,72358587.85
671,123,106,336.25,0.0,101.1,33994.88
672,138,97,415.5,415.5,28.35,11779.42
673,283,19,440.09,440.09,229.6,101044.66
674,295,125,288.03,0.0,42.34,12195.19
675,342,112,261.14,261.14,153891.67,40187270.7
676,264,238,218.06,0.0,177.38,38679.48
677,300,46,161.89,161.89,26014.94,4211558.64
678,179,35,220.13,0.0,227.15,50002.53
679,280,50,388.07,388.07,216.4,83978.35
680,65,250,302.95,0.0,4450.37,1348239.59
681,86,86,446.8,446.8,209.39,93555.45
682,161,178,224.47,0.0,224726.31,50444314.81
683,136,72,305.51,305.51,145.06,44317.28
684,221,219,317.5,159.57,4418.34,1402822.95
685,279,195,297.89,0.0,27.13,8081.76
686,283,227,352.8,352.8,44.3,15629.04
687,65,41,122.53,0.0,161866.11,19833454.46
688,386,164,258.62,0.0,219.93,56878.3
689,3,232,56.59,56.59,39.22,2219.46
690,37,249,195.33,0.0,7237.19,1413640.32
691,59,59,246.4,246.4,36260.69,8934634.02
692,371,220,327.85,0.0,60198.06,19735933.97
693,175,221,475.51,0.0,342.96,163080.91
694,26,152,302.32,0.0,204.55,61839.56
695,89,119,373.08,373.08,233.43,87088.06
696,33,187,255.6,255.6,33.95,8677.62
697,16,224,318.88,114.9,206.47,65839.15
698,154,149,40.11,13.82,31.35,1257.45
699,394,243,130.92,0.0,46.28,6058.98
700,246,147,184.12,184.12,45.15,8313.02
701,209,107,238.88,0.0,85.45,20412.3
702,285,11,27.6,27.6,891.45,24604.02
703,239,188,74.31,51.99,3492.15,259501.67
704,379,136,142.02,142.02,168.44,23921.85
705,329,208,485.91,0.0,54.56,26511.25
706,257,211,169.02,0.0,272.69,46090.06
707,176,127,243.61,0.0,248.12,60444.51
708,81,143,102.07,0.0,63.66,6497.78
709,263,178,307.34,0.0,233519.88,71769999.92
710,322,244,143.94,0.0,53.6,7715.18
711,115,92,107.46,42.15,190.9,20514.11
712,14,24,260.7,0.0,73219.46,19088313.22
713,240,172,7.73,0.0,2131.36,16475.41
714,207,181,8.79,8.79,45.05,395.99
715,93,147,113.44,113.44,43.64,4950.52
716,68,7,23.18,19.35,94625.48,2193418.63
717,15,36,58.47,58.47,40.41,2362.77
718,96,104,172.74,172.74,1427.03,246505.16
719,1,224,402.28,177.31,213.67,85955.17
720,63,163,288.16,288.16,57.17,16474.11
721,399,161,258.77,0.0,4.03,1042.84
722,312,229,150.28,97.53,4936.01,741783.58
723,142,76,466.22,0.0,7634.86,3559524.43
724,159,70,201.52,0.0,194032.67,39101463.66
725,235,157,48.11,0.0,240894.12,11589416.11
726,208,204,310.45,310.45,357.34,110936.2
727,295,176,61.35,0.0,91.81,5632.54
728,28,226,175.89,0.0,267.37,47027.71
729,37,239,256.17,0.0,2.5,640.43
730,114,243,437.74,437.74,55.68,24373.36
731,332,94,249.31,249.31,3316.87,826928.86
732,367,29,352.62,352.62,2864.66,1010136.41
733,140,120,496.44,0.0,185.3,91990.33
734,386,94,70.09,0.0,2931.42,205463.23
735,111,166,140.99,0.0,3855.51,543588.35
736,243,18,200.32,0.0,279.9,56069.57
737,78,199,213.8,213.8,758.22,162107.44
738,372,86,208.46,0.0,215.64,44952.31
739,230,30,454.27,454.27,105.2,47789.2
740,105,189,358.45,358.45,214.23,76790.74
741,163,149,305.91,305.91,30.96,9470.97
742,43,180,158.14,0.0,208.21,32926.33
743,29,191,412.78,0.0,31.47,12990.19
744,118,83,477.75,477.75,26.99,12894.47
745,379,69,411.49,411.49,37.58,15463.79
746,322,109,5.77,0.0,162.81,939.41
747,383,17,320.02,0.0,87.38,27963.35
748,351,116,30.31,0.0,1659.4,50296.41
749,326,135,132.52,97.96,108.57,14387.7
750,230,137,34.46,34.46,59.82,2061.4
751,278,137,303.88,0.0,62.91,19117.09
752,387,116,344.86,344.86,1714.11,591127.97
753,226,205,61.67,61.67,345.79,21324.87
754,308,178,195.0,195.0,237671.35,46345913.25
755,303,241,230.84,0.0,35.99,8307.93
756,385,49,187.68,146.34,5703.9,1070507.95
757,184,21,64.91,0.0,360.1,23374.09
758,185,46,212.38,0.0,25369.3,5387931.93
759,235,245,376.83,0.0,14.38,5418.82
760,11,43,40.15,0.0,29.73,1193.66
761,47,179,44.69,44.69,316.0,14122.04
762,28,39,180.61,0.0,50.58,9135.25
763,254,134,471.15,0.0,22.19,10454.82
764,398,6,335.94,335.94,19.74,6631.46
765,271,249,340.94,219.42,7897.63,2692617.97
766,92,122,184.15,78.33,6866.21,1264412.57
767,127,166,298.86,0.0,3357.39,1003389.58
768,383,49,10.01,0.0,5148.78,51539.29
769,207,224,319.87,319.87,231.42,74024.32
770,4,214,457.08,0.0,179.2,81908.74
771,333,166,308.22,128.93,3873.97,1194035.03
772,100,168,437.48,437.48,263222.04,115154378.06
773,38,84,363.37,363.37,169250.51,61500557.82
774,270,171,64.68,64.68,1938.11,125356.95
775,329,216,451.71,0.0,54.4,24573.02
776,31,118,37.89,37.89,92.56,3507.1
777,373,34,269.31,269.31,1354.95,364901.58
778,191,79,75.36,75.36,208982.84,15748946.82
779,142,67,10.79,0.0,5470.5,59026.69
780,358,96,213.91,0.0,1664.71,356098.12
781,108,198,151.05,0.0,47.67,7200.55
782,379,38,245.57,245.57,2887.92,709186.51
783,274,117,290.71,290.71,298.25,86704.26
784,364,159,26.65,26.65,1588.25,42326.86
785,200,183,65.89,65.89,230.43,15183.03
786,80,47,281.53,281.53,270.46,76142.6
787,295,215,174.87,0.0,21.26,3717.74
788,350,232,365.94,0.0,44.38,16240.42
789,83,40,327.88,99.94,2208.61,724159.05
790,82,82,423.57,0.0,65.71,27832.78
791,100,113,347.78,347.78,4343.88,1510714.59
792,248,48,217.82,217.82,8.37,1823.15
793,63,182,338.12,338.12,150219.07,50792071.95
794,43,82,141.31,0.0,72.06,10182.8
795,369,38,156.63,0.0,2902.38,454599.78
796,271,139,395.55,329.91,46.23,18286.28
797,266,32,225.98,0.0,144.69,32697.05
798,246,104,400.2,400.2,1708.34,683677.67
799,306,197,412.1,121.36,47.29,19488.21
800,217,82,429.49,0.0,59.12,25391.45
801,17,249,458.73,458.73,7560.89,3468407.07
802,193,250,218.34,218.34,4723.76,1031385.76
803,249,166,162.84,162.84,3991.48,649972.6
804,197,122,293.19,293.19,7633.88,2238177.28
805,395,249,188.73,188.73,7919.05,1494562.31
806,359,147,302.53,0.0,42.83,12957.36
807,348,205,354.27,0.0,337.04,119403.16
808,197,233,345.76,345.76,230068.38,79548443.07
809,394,87,190.4,0.0,49.74,9470.5
810,367,188,87.6,87.6,3920.18,343407.77
811,113,11,218.11,63.39,805.96,175787.94
812,89,79,75.58,75.58,200841.16,15179574.87
813,231,159,445.6,332.67,1420.39,632925.78
814,22,24,176.21,72.62,85211.42,15015104.32
815,320,50,81.46,81.46,213.92,17425.92
816,192,57,17.6,0.0,44883.4,789947.84
817,217,197,324.68,0.0,45.19,14672.29
818,201,6,320.27,320.27,18.68,5982.64
819,158,218,173.6,173.6,1498.39,260120.5
820,275,172,40.5,0.0,2487.66,100750.23
821,70,250,207.77,207.77,4728.79,982500.7
822,391,50,159.05,159.05,209.17,33268.49
823,280,155,340.17,340.17,359.47,122280.91
824,185,242,304.86,0.0,168831.4,51469940.6
825,276,171,185.47,185.47,1786.65,331369.98
826,5,38,112.86,112.86,3152.99,355846.45
827,85,110,494.08,494.08,125456.53,61985562.34
828,233,96,229.73,0.0,1315.61,302235.09
829,131,89,345.7,0.0,1099.65,380149.0
830,246,115,74.57,74.57,50834.0,3790691.38
831,104,23,245.37,0.0,5817.69,1427486.6
832,220,228,18.63,0.0,84.12,1567.16
833,95,107,255.2,0.0,82.16,20967.23
834,189,74,482.19,0.0,228.3,110083.98
835,246,187,195.18,195.18,38.52,7518.33
836,147,109,24.3,0.0,181.77,4417.01
837,200,107,20.32,20.32,69.77,1417.73
838,85,151,197.05,197.05,46.1,9084.01
839,281,37,84.21,0.0,16.81,1415.57
840,149,122,16.56,16.56,7790.78,129015.32
841,342,135,379.33,379.33,122.35,46411.03
842,112,17,231.97,231.97,99.71,23129.73
843,72,152,148.18,0.0,218.74,32412.89
844,53,23,450.54,0.0,5498.91,2477478.91
845,231,164,62.49,49.64,193.93,12118.69
846,92,143,478.18,239.27,60.96,29149.85
847,40,235,160.41,160.41,36.04,5781.18
848,108,48,444.76,0.0,9.75,4336.41
849,95,75,303.46,0.0,7254.13,2201338.29
850,173,11,414.22,0.0,858.74,355707.28
851,153,78,492.09,0.0,154845.48,76197912.25
852,59,78,147.76,147.76,142956.54,21123258.35
853,384,190,480.76,0.0,17.07,8206.57
854,60,7,197.79,0.0,102250.43,20224112.55
855,323,40,195.83,195.83,2295.22,449472.93
856,71,245,173.49,0.0,16.58,2876.46
857,200,163,273.0,273.0,64.65,17649.45
858,399,168,81.3,0.0,264453.34,21500056.54
859,340,74,279.09,279.09,243.67,68005.86
860,207,126,273.14,273.14,259607.69,70909244.45
861,289,166,382.14,0.0,3564.37,1362088.35
862,315,31,417.66,417.66,240.02,100246.75
863,121,127,223.02,0.0,296.82,66196.8
864,225,18,154.65,154.65,282.47,43683.99
865,228,93,133.37,0.0,195.73,26104.51
866,160,145,101.34,0.0,67.78,6868.83
867,277,67,33.54,33.54,6044.05,202717.44
868,25,122,174.51,0.0,7766.79,1355382.52
869,326,210,138.77,38.54,284.68,39505.04
870,191,148,483.38,483.38,135904.9,65693710.56
871,252,67,281.07,85.97,5229.95,1469982.05
872,180,82,176.9,176.9,63.92,11307.45
873,134,178,292.33,84.21,202874.15,59306200.27
874,145,70,73.9,0.0,178823.94,13215089.17
875,225,163,224.8,224.8,71.63,16102.42
876,373,92,314.99,314.99,163.98,51652.06
877,104,75,247.0,0.0,7211.77,1781307.19
878,8,240,203.88,203.88,31125.72,6345911.79
879,49,50,496.95,346.96,193.46,96139.95
880,347,25,440.76,440.76,212884.19,93830835.58
881,386,43,313.59,0.0,31.78,9965.89
882,80,224,286.84,286.84,205.88,59054.62
883,231,217,312.23,201.46,43.95,13722.51
884,260,176,104.65,104.65,107.2,11218.48
885,70,93,200.59,200.59,173.01,34704.08
886,313,149,24.53,24.53,27.37,671.39
887,143,37,240.4,0.0,15.95,3834.38
888,270,133,273.8,273.8,25454.42,6969420.2
889,195,200,117.74,60.66,4178.37,491961.28
890,295,234,482.19,0.0,57.65,27798.25
891,356,56,455.18,0.0,32.11,14615.83
892,153,57,362.46,0.0,45398.59,16455172.93
893,115,204,269.03,210.67,395.47,106393.29
894,253,213,435.63,0.0,95227.26,41483851.27
895,58,217,69.67,69.67,46.55,3243.14
896,68,142,396.3,260.16,125.79,49850.58
897,324,107,66.79,0.0,75.76,5060.01
898,135,20,398.13,0.0,155786.61,62023323.04
899,253,34,141.5,0.0,1362.52,192796.58
900,229,123,439.16,439.16,32173.15,14129160.55
901,340,177,472.3,472.3,56.9,26873.87
902,29,210,78.65,0.0,279.79,22005.48
903,65,153,234.02,0.0,1573.12,368141.54
904,92,249,490.59,207.19,7511.05,3684846.02
905,127,8,244.29,0.0,7554.45,1845476.59
906,117,31,432.46,0.0,210.19,90898.77
907,107,220,296.42,296.42,62717.05,18590587.96
908,258,177,190.79,190.79,54.95,10483.91
909,109,33,146.46,146.46,191.04,27979.72
910,178,21,105.6,0.0,363.18,38351.81
911,346,196,382.09,382.09,4085.14,1560891.14
912,146,20,196.34,0.0,151688.86,29782590.77
913,235,124,258.08,0.0,156429.37,40371291.81
914,387,11,248.7,248.7,737.11,183319.26
915,166,9,290.75,290.75,3330.06,968214.94
916,74,132,433.46,433.46,176239.08,76392591.62
917,10,121,490.47,490.47,218397.81,107117573.87
918,292,65,206.75,0.0,318.25,65798.19
919,265,78,414.62,0.0,149014.27,61784296.63
920,377,194,383.44,0.0,6317.2,2422267.17
921,281,32,288.9,0.0,144.68,41798.05
922,33,53,478.24,478.24,390.85,186920.1
923,67,52,104.23,104.23,73.89,7701.55
924,42,90,59.09,0.0,20.43,1207.21
925,26,38,427.71,0.0,3247.89,1389155.03
926,352,242,222.38,222.38,179052.03,39817590.43
927,220,149,424.25,0.0,27.34,11599.0
928,11,42,447.08,0.0,14.9,6661.49
929,159,200,35.92,0.0,4590.06,164874.96
930,306,62,442.32,233.63,179.2,79263.74
931,34,210,226.92,0.0,289.22,65629.8
932,105,4,257.66,257.66,268.4,69155.94
933,63,184,315.16,315.16,7099.87,2237595.03
934,262,73,463.56,0.0,15.78,7314.98
935,355,194,14.46,14.46,7070.21,102235.24
936,124,250,241.04,241.04,4974.4,1199029.38
937,99,237,345.42,345.42,331.23,114413.47
938,114,130,362.74,362.74,51.66,18739.15
939,251,122,347.8,0.0,6734.8,2342363.44
940,53,151,71.55,0.0,41.57,2974.33
941,336,173,153.2,153.2,92394.67,14154863.44
942,12,47,182.56,182.56,262.27,47880.01
943,266,98,403.2,0.0,1715.38,691641.22
944,345,132,142.99,0.0,160872.0,23003087.28
945,131,29,109.3,0.0,3136.86,342858.8
946,191,81,478.94,478.94,19.18,9186.07
947,390,29,9.39,9.39,2963.03,27822.85
948,217,127,498.92,0.0,281.82,140605.63
949,109,181,340.03,340.03,43.15,14672.29
950,178,185,415.09,0.0,37.43,15536.82
951,388,84,150.84,0.0,169563.84,25577009.63
952,280,99,12.09,12.09,349.77,4228.72
953,71,154,370.25,0.0,237.26,87845.52
954,240,176,417.9,0.0,114.14,47699.11
955,253,114,371.54,0.0,26506.09,9848072.68
956,255,105,75.71,0.0,317.86,24065.18
957,226,219,377.95,377.95,4429.05,1673959.45
958,210,220,385.62,94.57,64861.26,25011799.08
959,256,122,330.98,330.98,7707.07,2550886.03
960,124,95,384.23,384.23,51.63,19837.79
961,139,173,423.73,0.0,82945.91,35146670.44
962,216,27,308.73,0.0,83.11,25658.55
963,322,134,48.86,0.0,20.76,1014.33
964,177,22,246.38,0.0,129.65,31943.17
965,147,102,43.44,0.0,136771.73,5941363.95
966,104,152,206.73,0.0,229.86,47518.96
967,122,190,206.52,206.52,19.01,3925.95
968,1,44,37.67,9.12,225.66,8500.61
969,327,87,177.67,0.0,44.07,7829.92
970,340,217,59.94,59.94,51.71,3099.5
971,138,32,405.08,405.08,122.68,49695.21
972,188,109,474.11,0.0,181.63,86112.6
973,4,72,40.8,0.0,169.45,6913.56
974,369,197,477.78,0.0,48.73,23282.22
975,379,70,263.68,263.68,196662.24,51855899.44
976,191,206,153.29,153.29,122.88,18836.28
977,4,103,43.05,0.0,4805.96,206896.58
978,173,171,252.81,0.0,1895.85,479289.84
979,118,104,398.29,398.29,1729.62,688890.35
980,93,131,355.01,355.01,179.1,63582.29
981,3,197,29.86,29.86,47.25,1410.88
982,150,32,41.09,0.0,123.25,5064.34
983,165,128,204.42,71.55,198.31,40538.53
984,225,8,151.17,151.17,6433.13,972496.26
985,158,14,120.03,120.03,5004.38,600675.73
986,66,128,144.1,0.0,186.77,26913.56
987,295,249,402.72,0.0,6586.0,2652313.92
988,156,155,464.97,464.97,365.81,170090.68
989,152,40,205.53,205.53,2319.04,476632.29
990,106,160,453.52,0.0,271.72,123230.45
991,169,20,164.14,0.0,178610.95,29317201.33
992,96,134,240.84,240.84,21.29,5127.48
993,306,203,116.88,58.78,161951.74,18928919.37
994,364,128,322.04,322.04,178.57,57506.68
995,324,67,489.6,0.0,5921.74,2899283.9
996,274,208,303.73,303.73,55.32,16802.34
997,114,140,182.12,182.12,1402.62,255445.15
998,298,196,325.67,325.67,3384.01,1102070.54
999,324,111,65.85,0.0,8116.65,534481.4
1000,166,31,444.89,444.89,219.06,97457.6
1001,342,81,254.03,254.03,22.93,5824.91
1002,73,114,227.43,0.0,28125.77,6396643.87
1003,116,9,295.0,295.0,2862.97,844576.15
1004,255,169,314.27,0.0,4845.25,1522716.72
1005,248,78,40.53,40.53,156595.38,6346810.75
1006,109,43,342.9,342.9,31.38,10760.2
1007,250,35,124.76,0.0,219.02,27324.94
1008,76,100,358.41,0.0,7144.16,2560538.39
1009,8,29,412.15,412.15,2998.37,1235778.2
1010,20,126,402.96,253.48,246853.15,99471945.32
1011,214,147,278.49,278.49,40.85,11376.32
1012,75,144,262.48,262.48,3.43,900.31
1013,41,130,75.72,75.72,42.42,3212.04
1014,108,68,388.8,0.0,91.36,35520.77
1015,287,249,139.35,139.35,6932.29,966014.61
1016,291,174,250.86,250.86,378.41,94927.93
1017,94,73,145.72,0.0,16.41,2391.27
1018,61,8,71.25,71.25,7286.67,519175.24
1019,198,33,316.63,316.63,222.49,70447.01
1020,137,90,31.89,0.0,24.83,791.83
1021,125,150,375.58,0.0,114.8,43116.58
1022,320,229,162.21,162.21,5048.6,818933.41
1023,400,98,5.07,0.0,1576.1,7990.83
1024,186,89,258.01,0.0,1277.93,329718.72
1025,317,106,28.19,0.0,89.37,2519.34
1026,133,170,141.7,0.0,32006.88,4535374.9
1027,338,61,354.95,0.0,262085.72,93027326.31
1028,381,152,36.03,0.0,185.04,6666.99
1029,23,177,420.47,0.0,52.64,22133.54
1030,311,79,6.89,6.89,205809.87,1418030.0
1031,29,44,127.18,0.0,178.53,22705.45
1032,189,84,371.75,0.0,150662.18,56008665.42
1033,77,169,161.55,161.55,4848.51,783276.79
1034,337,146,55.44,0.0,110.69,6136.65
1035,327,108,183.32,0.0,327.79,60090.46
1036,332,179,138.84,138.84,343.13,47640.17
1037,49,6,422.14,354.91,20.17,8514.56
1038,308,100,160.11,160.11,6855.71,1097667.73
1039,100,26,395.52,395.52,6522.55,2579798.98
1040,309,26,446.48,0.0,6348.75,2834589.9
1041,178,53,219.74,0.0,367.36,80723.69
1042,296,129,455.42,455.42,7979.68,3634105.87
1043,14,171,191.77,0.0,1776.94,340763.78
1044,185,158,482.22,0.0,192.61,92880.39
1045,309,249,49.2,0.0,7033.7,346058.04
1046,209,128,345.07,0.0,184.91,63806.89
1047,393,250,249.44,249.44,5045.47,1258542.04
1048,190,216,196.89,0.0,58.36,11490.5
1049,273,55,318.19,0.0,220.43,70138.62
1050,125,13,353.41,0.0,105.41,37252.95
1051,130,147,7.16,7.16,40.17,287.62
1052,252,58,87.64,53.11,8156.18,714807.62
1053,17,184,357.96,357.96,8321.97,2978932.38
1054,375,25,334.86,0.0,212534.45,71169285.93
1055,209,70,483.19,0.0,165556.32,79995158.26
1056,102,206,381.71,208.11,116.6,44507.39
1057,256,89,475.63,475.63,1223.3,581838.18
1058,80,167,352.76,352.76,1294.59,456679.57
1059,356,130,152.54,0.0,51.11,7796.32
1060,346,111,57.16,57.16,7724.12,441510.7
1061,88,81,392.0,392.0,19.57,7671.44
1062,46,103,323.85,323.85,4678.6,1515164.61
1063,254,132,28.85,0.0,170357.09,4914802.05
1064,130,196,183.22,183.22,3864.79,708106.82
1065,67,226,478.62,478.62,245.83,117659.15
1066,111,181,252.7,0.0,45.68,11543.34
1067,48,48,219.2,126.03,8.39,1839.09
1068,316,247,231.56,231.56,399.82,92582.32
1069,4,241,108.4,0.0,32.65,3539.26
1070,17,240,187.51,187.51,35875.64,6727041.26
1071,314,208,188.06,188.06,52.28,9831.78
1072,191,197,30.92,30.92,52.52,1623.92
1073,239,240,384.95,218.64,35781.1,13773934.44
1074,149,134,211.17,211.17,18.53,3912.98
1075,36,119,411.98,411.98,225.52,92909.73
1076,64,39,425.92,291.83,49.34,21014.89
1077,37,217,109.94,0.0,45.46,4997.87
1078,248,82,330.39,330.39,70.2,23193.38
1079,373,234,238.78,238.78,56.14,13405.11
1080,399,53,440.68,0.0,414.96,182864.57
1081,251,69,111.79,0.0,40.51,4528.61
1082,24,166,340.52,340.52,3486.34,1187168.5
1083,258,176,305.84,305.84,104.79,32048.97
1084,281,104,151.17,0.0,1447.21,218774.74
1085,317,39,72.62,0.0,42.86,3112.49
1086,51,63,327.56,0.0,14.99,4910.12
1087,94,80,370.61,0.0,26.5,9821.17
1088,393,144,161.24,161.24,3.54,570.79
1089,316,109,324.19,324.19,178.34,57816.04
1090,303,10,200.59,0.0,7402.83,1484933.67
1091,323,70,358.04,358.04,168678.54,60393664.46
1092,176,67,103.61,0.0,6275.16,650169.33
1093,78,72,445.66,445.66,165.33,73680.97
1094,276,46,147.27,147.27,27691.47,4078122.79
1095,144,11,187.05,187.05,886.12,165748.75
1096,54,125,33.76,23.92,42.35,1429.74
1097,360,230,60.2,0.0,60.62,3649.32
1098,195,155,260.35,102.5,313.18,81536.41
1099,176,245,137.46,0.0,15.67,2154.0
1100,118,94,418.56,418.56,3157.01,1321398.11
1101,279,227,12.27,0.0,41.97,514.97
1102,76,242,192.65,0.0,205024.52,39497973.78
1103,75,216,171.99,171.99,49.05,8436.11
1104,140,29,14.57,0.0,2999.89,43708.4
1105,293,129,66.56,0.0,8199.41,545752.73
1106,111,134,209.75,0.0,20.79,4360.7
1107,333,149,248.97,203.48,31.38,7812.68
1108,366,65,205.12,0.0,357.84,73400.14
1109,222,24,267.81,267.81,77717.74,20813587.95
1110,28,32,299.59,0.0,139.97,41933.61
1111,63,81,9.91,9.91,20.24,200.58
1112,119,150,234.73,159.43,139.46,32735.45
1113,106,191,481.93,0.0,27.69,13344.64
1114,147,56,261.92,0.0,32.02,8386.68
1115,1,45,340.38,115.45,83.24,28333.23
1116,256,105,159.37,159.37,314.9,50185.61
1117,152,151,388.13,388.13,40.15,15583.42
1118,75,137,387.6,387.6,55.58,21542.81
1119,8,243,263.04,263.04,45.84,12057.75
1120,343,140,488.13,0.0,1560.07,761516.97
1121,311,175,67.15,67.15,2354.11,158078.49
1122,96,72,13.39,13.39,173.9,2328.52
1123,289,240,386.23,0.0,31702.08,12244294.36
1124,264,122,404.54,0.0,7327.73,2964359.89
1125,216,211,64.5,0.0,288.19,18588.26
1126,155,166,136.46,0.0,4233.77,577740.25
1127,210,156,13.69,3.05,192.96,2641.62
1128,200,205,150.19,150.19,367.43,55184.31
1129,221,177,387.71,308.75,61.34,23782.13
1130,246,65,261.39,261.39,362.75,94819.22
1131,130,80,177.31,177.31,27.64,4900.85
1132,257,180,189.01,0.0,216.57,40933.9
1133,45,208,5.67,3.66,51.29,290.81
1134,210,61,153.4,116.2,246068.96,37746978.46
1135,27,233,325.0,325.0,232024.79,75408056.75
1136,335,238,487.23,487.23,192.91,93991.54
1137,52,66,424.3,424.3,130.96,55566.33
1138,350,240,16.68,0.0,37439.88,624497.2
1139,81,61,449.79,0.0,240451.74,108152788.13
1140,195,221,392.68,305.76,337.01,132337.09
1141,40,162,391.29,391.29,78.62,30763.22
1142,229,208,231.71,231.71,54.17,12551.73
1143,335,105,202.01,202.01,358.61,72442.81
1144,264,71,154.94,0.0,366.59,56799.45
1145,211,211,37.52,37.52,322.94,12116.71
1146,281,126,117.98,0.0,234509.68,27667452.05
1147,103,106,127.07,0.0,102.38,13009.43
1148,147,86,244.62,0.0,242.54,59330.13
1149,243,225,374.98,0.0,140741.61,52775288.92
1150,29,26,239.54,0.0,6546.33,1568107.89
1151,373,179,33.63,33.63,325.53,10947.57
1152,84,17,479.11,205.4,92.43,44284.14
1153,197,209,471.65,471.65,8266.94,3899102.25
1154,356,84,393.67,0.0,167888.33,66092598.87
1155,32,8,495.71,495.71,7584.91,3759915.74
1156,321,165,274.52,0.0,61.0,16745.72
1157,25,162,481.57,0.0,81.15,39079.41
1158,224,165,42.42,0.0,53.73,2279.23
1159,376,103,186.01,186.01,4616.42,858700.28
1160,167,79,116.56,0.0,216849.86,25276019.68
1161,148,22,101.94,0.0,129.36,13186.96
1162,284,64,74.7,74.7,39.87,2978.29
1163,330,249,313.09,313.09,7611.63,2383125.24
1164,107,167,391.75,391.75,1276.86,500209.9
1165,17,217,291.26,291.26,47.25,13762.04
1166,29,106,77.75,0.0,99.35,7724.46
1167,122,82,406.51,406.51,63.77,25923.14
1168,378,224,319.8,319.8,227.91,72885.62
