MachineID,ReadingTimestamp,Temperature,Vibration,Pressure,RPM,PowerConsumptionKW,IsAnomaly
6,35:05.6,62.346,1.277,46.553,1865.43,9.621,0
7,22:10.7,55.474,2.132,44.86,2282.08,10.198,0
24,27:58.8,73.554,2.333,41.061,2267.89,17.891,0
2,14:37.4,67.681,2.21,37.363,2134.18,12.705,0
21,18:15.0,61.899,1.168,40.747,2636.36,16.302,0
33,33:10.3,57.907,3.038,39.107,2621.29,12.736,0
17,43:57.4,72.597,1.128,48.388,2197.7,14.556,0
10,09:11.1,72.319,2.553,41.996,2433.91,11.82,0
31,11:25.2,58.018,1.764,37.614,2046.91,15.308,0
5,10:12.3,66.423,2.076,49.024,1950.26,12.286,0
19,11:50.2,63.563,3.123,37.114,1944.94,7.085,0
21,49:17.0,62.923,3.469,42.473,2046.79,14.615,0
28,58:47.1,73.548,2.429,48.424,1876.91,16.134,0
4,28:05.1,82.19,2.917,34.578,2032.53,13.838,0
16,06:00.0,61.628,3.518,47.941,1988.06,12.097,0
6,20:45.4,57.849,2.354,42.227,2552.43,18.348,0
34,54:43.8,53.55,0.961,43.774,1744.48,12.139,0
8,52:14.3,70.991,3.695,46.007,2142.05,6.065,0
18,01:04.7,65.209,2.557,48.195,1987.45,10.695,0
24,35:32.0,53.176,0.667,39.458,1728.9,13.01,0
11,28:36.4,60.855,2.069,40.078,1230.23,16.525,0
3,50:18.9,105.279,13.076,8.803,183.29,1.315,1
31,48:18.2,56.998,2.474,39.432,2056.66,12.906,0
27,15:14.9,62.542,2.462,44.904,2042.72,14.45,0
30,26:02.9,61.18,1.696,56.148,2176.66,4.2,0
2,47:27.6,75.038,3.501,47.286,2389.49,18.479,0
34,39:42.2,57.298,2.607,54.849,2854.47,10.902,0
18,23:41.9,81.081,3.142,52.476,2430.95,12.916,0
26,58:52.7,82.675,2.077,54.511,2818.21,16.089,0
34,56:35.8,64.426,2.696,38.626,2064.23,13.862,0
17,21:20.9,53.586,2.262,54.724,2153.69,15.101,0
31,11:34.9,69.532,2.254,44.225,2250.06,5.847,0
34,32:27.8,72.576,2.405,49.91,2316.46,11.512,0
13,17:01.6,66.58,2.661,52.381,2218.8,12.864,0
18,43:50.0,54.905,2.462,52.272,2328.65,8.757,0
10,49:06.7,57.209,1.907,49.998,2462.96,1.637,0
19,00:25.1,64.349,2.618,40.189,2082.86,15.993,0
20,48:39.8,68.271,2.1,44.063,2131.64,12.846,0
16,50:38.0,53.562,1.964,50.177,2178.23,9.45,0
9,46:52.3,58.531,3.077,42.411,2353.27,10.119,0
34,45:50.5,55.96,2.696,44.513,2405.54,14.652,0
17,22:56.4,62.136,2.779,43.056,2390.09,12.7,0
25,54:48.3,60.009,1.934,46.343,2548.66,14.704,0
25,20:25.6,57.456,1.83,41.548,2021.03,6.55,0
24,15:08.7,71.32,2.135,47.31,2105.27,11.931,0
3,33:40.4,59.519,2.477,40.644,2193.75,16.372,0
24,22:45.3,69.165,2.733,38.401,2370.18,13.993,0
19,08:29.9,67.146,2.671,44.299,2394.82,16.191,0
2,29:59.1,67.644,1.723,40.524,2417.87,9.109,0
20,06:57.3,66.608,2.224,39.639,2449.68,14.12,0
19,07:05.6,54.155,2.885,46.676,2451.24,12.5,0
34,05:07.2,76.415,2.399,43.64,1907.56,9.198,0
15,54:01.2,56.804,2.675,43.655,2299.21,8.372,0
33,40:07.3,58.154,1.802,55.846,2150.3,11.801,0
18,09:58.7,64.38,3.742,36.933,2182.03,7.132,0
30,18:10.4,45.961,1.913,47.061,1960.67,13.187,0
22,34:37.2,65.852,2.389,51.325,2021.19,13.142,0
4,21:07.1,50.575,2.579,43.714,1845.33,13.195,0
14,14:58.7,59.088,3.886,32.831,2274.48,12.128,0
23,57:50.3,62.753,2.077,45.343,2518.66,6.983,0
21,51:39.4,58.552,1.66,39.514,2302.82,13.768,0
15,12:25.8,73.521,2.984,48.431,1776.46,16.451,0
6,25:41.1,63.322,3.326,38.119,2127.57,14.829,0
34,18:23.4,65.223,1.897,51.549,1848.58,11.939,0
8,15:05.9,70.121,4.177,42.708,2117.06,10.666,0
13,00:40.8,66.908,2.97,50.467,2426.81,10.508,0
13,01:48.6,71.507,2.573,48.726,2440.71,16.89,0
21,22:38.0,100.523,19.557,2.72,88.23,2.534,1
27,29:58.6,73.714,2.806,33.288,2289.9,10.782,0
6,28:00.5,69.297,3.255,45.976,2699.58,11.464,0
33,23:34.8,69.999,3.144,44.513,2433.63,10.216,0
25,41:19.7,61.619,1.45,46.207,2297.58,15.538,0
27,50:33.8,71.329,2.272,39.109,2329.86,15.332,0
34,07:55.1,114.32,18.34,3.11,91.83,0.734,1
12,43:45.8,104.49,10.865,13.847,61.72,1.569,1
2,27:09.4,71.041,3.253,45.383,2147.67,9.758,0
27,44:39.7,54.345,3.546,47.773,1712.82,14.289,0
34,17:59.6,72.38,2.6,52.991,2265.02,7.75,0
25,37:46.2,67.921,2.696,41.984,2372.07,6.997,0
32,57:15.5,72.925,1.798,40.075,2165.85,13.299,0
8,29:09.8,66.311,1.906,42.47,1860.09,11.326,0
1,21:06.5,73.6,2.497,49.297,2636.62,10.236,0
26,32:21.7,63.507,4.237,52.222,1698.28,13.161,0
9,01:48.0,65.004,3.161,41.275,1948.12,9.972,0
5,44:15.8,60.425,3.152,39.094,2013.22,6.633,0
19,44:21.5,73.057,3.517,43.365,2110.62,13.36,0
15,12:58.0,76.796,2.827,41.512,1714.35,8.655,0
2,43:12.6,65.586,1.976,45.975,2034.12,8.826,0
27,52:18.4,55.584,3.75,49.445,2719.16,13.62,0
11,15:05.9,61.56,3.559,44.835,2266.25,11.872,0
33,20:50.6,41.425,3.784,47.455,2298.95,11.815,0
18,49:35.4,66.307,2.022,48.083,1807.87,12.558,0
6,16:18.6,110.633,19.176,3.045,144.86,1.982,1
19,46:42.3,62.162,1.882,38.43,2279.36,10.193,0
3,26:35.5,60.61,3.804,43.518,2375.99,12.159,0
22,24:23.9,54.158,1.024,47.438,2711.23,12.945,0
28,33:23.2,69.993,1.776,50.074,2500.75,9.911,0
3,14:08.1,69.363,1.087,48.62,2028.27,8.319,0
9,50:24.5,68.221,1.083,46.712,1860.32,7.961,0
3,19:27.4,65.479,2.362,52.284,1814.56,16.125,0
4,20:32.9,55.899,3.236,50.53,2296.44,9.627,0
25,58:50.4,52.816,0.939,54.261,2110.94,8.686,0
2,32:48.2,55.855,2.634,43.026,1624.21,14.594,0
5,32:22.0,67.68,3.972,50.704,1270.56,16.251,0
7,14:03.4,74.66,1.911,42.837,2323.52,8.957,0
17,07:56.9,63.058,3.3,47.589,1999.96,15.068,0
28,30:44.9,67.423,2.715,42.425,2198.04,9.678,0
7,56:50.3,49.476,2.276,44.389,2241.19,15.636,0
28,00:22.0,59.782,2.206,48.831,1974.24,12.461,0
10,34:31.2,61.734,2.305,48.791,2087.96,14.372,0
17,44:01.1,49.381,1.356,33.409,1850.27,17.571,0
8,23:27.6,64.86,1.923,48.914,2477.2,8.337,0
1,21:46.1,84.986,2.721,47.012,2349.17,13.485,0
13,46:18.9,60.028,4.19,43.574,2487.26,10.575,0
34,05:44.8,59.782,4.021,44.458,2189.77,12.851,0
15,09:46.7,85.814,4.235,51.419,3056.09,9.166,0
8,21:39.2,70.247,2.561,36.155,2338.93,10.528,0
29,18:44.6,134.979,18.215,7.067,163.8,0.744,1
4,27:29.3,75.378,2.436,46.072,2171.08,15.712,0
5,22:11.5,62.938,3.527,44.482,1942.16,14.038,0
12,47:26.6,62.563,2.996,31.353,2201.56,10.621,0
29,58:36.8,56.494,2.057,42.131,2185.6,7.898,0
11,01:52.1,67.53,3.593,46.405,2442.7,15.284,0
27,59:48.5,74.892,3.996,42.504,1984.45,14.35,0
25,33:43.8,70.666,3.121,54.446,2203.41,13.278,0
30,07:30.3,57.157,4.208,43.317,2107.54,10.96,0
10,45:13.5,59.841,1.916,42.381,1790.26,9.644,0
25,29:59.0,80.592,3.089,49.63,2553.16,17.502,0
10,41:53.1,50.829,1.516,40.981,2059.08,11.098,0
2,01:51.3,61.424,2.675,45.176,1983.15,5.473,0
13,25:16.7,57.057,2.061,43.765,1861.1,10.528,0
7,36:24.5,55.952,2.399,39.635,1945.33,8.074,0
15,39:50.0,63.772,1.807,49.534,2321.76,11.79,0
28,41:45.3,58.62,2.804,48.454,2242.81,16.811,0
4,29:09.8,68.677,3.231,45.668,2402.7,9.61,0
31,25:17.2,61.333,2.779,46.71,2352.28,15.301,0
30,26:37.2,53.6,1.72,46.148,1982.69,22.133,0
2,04:36.9,69.126,2.437,42.423,2055.95,12.09,0
14,42:22.2,65.896,2.135,43.634,2603.29,16.154,0
15,26:11.5,67.016,1.427,47.693,2666.28,16.109,0
24,58:56.5,70.875,3.638,45.267,2388.43,9.958,0
34,23:09.8,67.338,3.564,42.053,1941.57,12.292,0
2,19:28.0,63.187,3.019,42.734,2715.53,8.131,0
1,45:03.3,75.03,1.888,36.02,2271.36,11.236,0
8,23:48.4,56.123,1.155,44.958,2492.75,13.755,0
28,24:29.2,65.454,2.883,44.864,1771.08,7.737,0
10,44:55.9,63.375,2.371,49.255,2427.19,13.815,0
35,50:38.7,62.758,1.395,47.06,2357.55,4.834,0
18,06:41.4,58.325,1.947,45.592,1958.99,11.886,0
25,10:26.0,63.316,2.373,41.418,2008.3,8.759,0
14,26:30.6,68.041,2.957,41.147,2656.19,11.056,0
28,04:58.8,77.241,1.986,34.867,2320.66,12.746,0
10,23:01.0,65.275,1.986,44.827,2046.62,11.093,0
21,12:15.8,71.733,2.647,48.05,2130.44,10.974,0
8,44:04.6,55.772,2.204,28.394,2022.93,11.754,0
18,03:37.8,69.509,2.285,46.738,1546.06,11.829,0
20,47:08.9,51.564,1.533,44.064,2582.88,13.114,0
3,51:30.0,65.146,2.484,41.432,2036.8,13.282,0
11,48:26.5,53.917,2.974,43.057,2447.67,14.883,0
1,35:07.3,51.615,2.035,40.722,1656.18,8.902,0
26,52:10.1,84.53,2.988,54.586,2448.73,9.774,0
4,04:55.5,61.946,2.971,47.188,2026.8,7.47,0
25,28:27.8,91.302,2.387,43.371,2234,11.272,0
13,09:55.4,65.982,3.53,44.377,1851.19,11.515,0
2,14:11.2,61.285,3.639,50.856,2232.26,8.164,0
34,19:07.4,55.193,2.512,46.682,2087.61,10.559,0
6,56:55.6,60.258,2.481,33.086,1869.6,10.119,0
21,37:21.0,74.66,1.849,45.902,2267.96,15.894,0
12,58:20.9,75.101,2.454,42.623,2000.85,11.277,0
29,41:02.9,61.528,2.943,47.102,2377.54,15.778,0
4,46:45.5,79.903,2.6,50.497,2094.5,15.555,0
18,47:35.6,73.492,3.307,45.47,1999.49,7.816,0
29,01:23.3,64.68,3.726,43.451,2435.54,14.532,0
11,01:22.6,62.731,3.553,30.457,1833.17,9.253,0
9,50:14.7,58.442,2.769,46.45,2318.2,13.788,0
27,13:09.2,57.399,1.525,46.982,2010.93,7.289,0
23,28:26.8,72.771,3.616,52.786,2256.1,13.878,0
32,41:20.5,75.959,1.987,50.553,2282.62,14.741,0
25,48:24.0,66.489,3.537,46.118,1754.81,16.356,0
5,17:35.6,57.42,3.502,44.549,2552.8,15.404,0
26,10:38.2,68.441,2.907,47.113,1595.85,12.355,0
17,54:53.1,56.071,2.637,39.285,1844.51,16.815,0
13,36:36.0,73.556,2.497,45.924,2125.63,13.71,0
9,11:54.9,59.592,3.295,43.735,2074.05,12.065,0
11,48:57.8,60.271,2.763,42.313,2340.56,15.648,0
26,59:06.7,59.245,2.396,47.307,2069.24,13.393,0
6,37:20.4,69.443,3.367,41.97,1917.17,11.077,0
11,41:57.4,57.258,2.952,39.191,2899.9,15.888,0
11,12:19.9,65.101,3.194,36.816,2957.01,10.229,0
28,55:47.8,64.036,1.015,47.431,1868.1,12.305,0
21,19:22.4,60.646,1.638,40.978,2267.74,8.156,0
23,47:00.7,59.01,3.031,58.012,2343.28,9.248,0
29,33:03.7,62.063,2.525,43.253,2470.92,12.652,0
19,32:31.1,72.263,2.248,51.628,2150.05,9.086,0
11,35:01.2,82.419,1.04,41.306,2011.89,19.525,0
10,08:52.3,79.455,3.695,43.347,2927.85,13.105,0
3,30:17.3,72.818,2.644,44.753,2124.47,11.371,0
18,30:33.1,69.868,2.794,44.843,2652.86,3.1,0
29,31:03.0,69.079,3.074,50.735,2180.54,12.624,0
7,53:22.9,72.888,3.693,43.497,2280.09,17.036,0
10,31:28.6,48.008,1.948,52.329,2527.76,13.567,0
32,01:21.5,61.411,1.795,42.044,2664.4,10.115,0
12,41:33.6,65.811,1.897,49.214,2038.38,11.707,0
6,36:33.8,51.533,1.209,45.038,1802.45,18.315,0
35,02:33.8,48.508,1.86,45.084,2090.46,8.688,0
13,39:54.2,57.337,1.707,43.566,2785.58,12.234,0
27,09:49.1,74.463,2.906,50.569,1360.01,11.087,0
32,53:19.1,75.457,2.043,53.812,2645.17,10.593,0
29,57:34.0,60.975,1.689,41.852,1830.22,13.286,0
15,59:23.6,53.352,2.983,48.14,1701.64,16.649,0
8,26:21.0,69.109,3.1,41.207,2386.71,15.379,0
21,24:48.2,64.211,4.102,45.22,2542.24,12.879,0
29,41:12.7,107.805,14.906,2.725,153.53,2.33,1
35,07:38.5,65.825,2.286,40.026,2132.27,8.069,0
8,55:02.7,62.254,1.055,38.407,2455.84,14.224,0
26,33:29.2,62.689,2.552,45.994,2338.1,13.06,0
26,19:45.9,54.306,0.546,39.916,2153.7,14.881,0
1,28:05.4,98.39,19.36,13.887,152.66,1.67,1
35,34:57.6,55.196,2.608,44.908,2164.78,11.674,0
11,11:56.5,64.071,3.198,48.045,2325.67,2.898,0
21,38:46.4,67.398,1.175,48.232,2642.35,9.221,0
26,28:27.9,62.906,2.021,51.177,2228.51,17.185,0
1,05:28.5,68.31,2.694,45.341,2445.4,6.787,0
29,54:15.4,65.683,2.444,48.627,2143.69,8.884,0
26,40:03.5,65.059,1.634,35.374,2418.14,13.737,0
34,12:30.1,68.737,3.542,41.675,1770.67,11.79,0
5,07:46.7,62.22,1.826,44.601,2016.52,6.492,0
26,07:35.9,61.471,1.591,46.158,2003.19,15.335,0
3,47:39.0,77.831,3.044,37.245,2651.56,16.727,0
18,33:36.5,65.15,3.558,42.242,1640.13,9.719,0
35,46:17.3,78.834,1.307,44.998,2210.24,10.461,0
2,07:26.0,61.452,2.558,42.189,1773.38,12.645,0
3,55:41.6,73.587,3.196,40.951,1824.63,11.147,0
15,36:03.1,77.542,3.016,48.52,2466.96,13.262,0
17,27:11.5,65.965,3.03,42.269,1775.66,14.169,0
9,02:50.7,74.902,1.605,49.11,2704.23,11.993,0
33,03:14.4,58.456,2.598,42.247,2014.98,13.3,0
6,06:45.8,52.17,1.345,45.096,2193.31,13.031,0
35,01:02.0,80.002,2.584,47.991,1907.34,14.304,0
3,58:04.6,60.789,2.557,44.456,2509.89,8.07,0
23,30:19.1,46.734,2.329,47.343,2245.68,15.697,0
35,26:58.3,68.499,2.049,33.373,2128.81,15.084,0
13,01:05.7,61.864,2.523,47.107,1895.41,13.87,0
12,00:22.4,78.097,2.362,39.355,2180.02,5.327,0
18,10:52.3,67.695,2.862,53.378,2141.8,13.225,0
5,03:40.7,58.11,2.215,37.374,2141.56,11.084,0
30,55:34.3,67.394,2.001,45.417,2099.99,11.006,0
25,08:59.3,65.643,2.532,48.806,2163.81,10.95,0
28,34:06.4,63.554,1.928,43.2,2809.35,9.262,0
10,32:33.9,62.771,2.19,43.764,2100.63,12.838,0
34,24:58.8,51.319,3.33,48.163,1827.14,5.193,0
3,04:34.1,57.183,2.306,57.901,2362.98,6.577,0
34,12:12.8,59.483,2.457,46.268,1805.58,11.595,0
16,56:04.2,59.259,1.617,46.298,2432.16,14.523,0
2,37:21.2,69.595,2.102,48.573,2292.72,12.402,0
25,04:55.0,60.106,2.102,45.369,2931.96,12.904,0
30,24:17.0,103.608,11.28,9.965,120.25,2.645,1
8,55:43.2,54.953,1.821,40.284,1922.36,13.71,0
12,48:08.1,71.911,3.859,41.509,2302.89,10.059,0
24,30:49.4,65.161,1.316,39.384,2440.92,7.55,0
34,35:45.5,69.919,1.959,35.372,1438.43,16.39,0
13,30:26.3,49.757,2.449,46.77,1806.04,10.339,0
19,54:14.3,68.831,2.735,42.697,2271.07,11.693,0
9,03:08.9,57.237,3.46,46.037,1647.39,13.565,0
18,58:56.1,60.076,2.268,45.041,1962.12,17.409,0
15,09:26.2,53.053,2.545,46.907,2212.36,11.427,0
7,05:23.7,61.984,1.857,40.895,2547.56,10.675,0
6,51:07.5,82.057,3.035,31.662,2464.98,11.841,0
12,17:52.3,53.88,3.543,42.82,2043.72,13.126,0
31,10:28.6,74.143,2.591,45.209,1990.94,15.377,0
25,36:46.2,65.984,2.32,43.252,2508.05,11.213,0
26,34:52.7,73.235,2.123,48.612,2262.13,9.148,0
15,34:55.9,64.304,0.748,41.28,1726.66,17.993,0
24,21:38.2,52.472,4.569,47.571,2044.34,14.419,0
33,12:54.7,59.844,1.372,45.395,2410.02,15.835,0
24,20:05.5,68.982,2.077,51.931,2548.89,12.807,0
32,36:41.5,74.686,4.248,42.282,1930.1,10.282,0
21,49:11.1,54.203,2.973,36.95,2579.5,9.983,0
32,31:30.6,75.87,0.454,43.074,1812.1,16.06,0
17,09:08.3,78.432,0.625,49.329,2520.61,12.977,0
8,16:18.3,69.705,2.913,49.348,1872.26,15.601,0
5,39:12.2,66.675,2.619,47.833,1818.77,7.34,0
31,44:51.0,64.032,3.735,39.073,2252.55,9.85,0
13,08:21.6,58.192,2.901,48.797,1963.73,16.162,0
16,50:08.9,128.577,8.607,13.495,84.05,1.883,1
24,41:04.4,68.38,1.664,47.274,2196.72,13.32,0
21,07:18.2,78.411,3.081,51.294,2228.4,9.578,0
21,22:12.5,64.537,1.856,52.791,2437.12,13.562,0
12,22:26.3,74.888,0.884,47.941,1806.81,11.978,0
27,29:09.6,62.506,3.029,46.141,2603.54,10.194,0
34,05:27.5,70.673,2.63,36.824,1924.42,11.55,0
29,58:44.9,73.898,2.871,39.162,2157.91,18.053,0
18,45:36.8,65.89,2.238,47.459,2429.02,10.631,0
7,49:22.6,69.021,2.237,48.597,2250.91,13.446,0
6,51:02.7,58.927,1.843,49.727,2176.18,12.855,0
30,27:47.7,62.549,3.219,41.961,2159.32,14.358,0
8,57:09.8,74.384,2.081,54.798,2293.97,8.871,0
4,17:09.7,67.952,2.194,47.17,2187.14,12.223,0
31,46:23.3,57.707,3.292,39.219,1867.37,13.102,0
16,46:24.6,77.823,2.218,48.505,2522,14.444,0
23,38:52.8,62.51,1.627,33.962,2121.15,15.534,0
22,38:42.5,56.007,3.06,40.249,2231.82,14.123,0
28,39:50.4,59.724,2.636,42.925,2411.54,12.706,0
33,40:22.9,65.452,3.747,48.312,1992.89,11.742,0
35,03:18.5,64.393,2.564,57.623,2311.26,5.892,0
11,23:49.0,60.658,0.954,43.351,1603.81,9.385,0
33,51:30.7,52.834,2.807,45.003,2290.89,11.686,0
18,39:49.8,53.846,2.911,54.611,2322.76,10.722,0
28,59:25.4,53.575,1.774,47.265,2521.94,12.783,0
21,19:57.5,71.399,3.066,47.533,2002.46,12.522,0
19,55:47.7,58.213,2.514,46.654,2703.64,8.071,0
8,25:54.9,68.852,3.685,48.794,2449.88,13.763,0
28,56:47.3,133.41,8.927,5.806,153.07,1.746,1
1,50:13.4,66.835,1.423,36.458,1768.58,10.867,0
20,23:40.4,75.126,1.681,52.109,2253.83,13.45,0
15,49:18.8,68.648,2.973,42.943,1499.68,10.235,0
8,55:19.4,57.897,2.748,46.096,2118.29,17.267,0
5,16:41.9,59.874,0.719,45.597,2556.76,12.861,0
31,58:58.4,62.147,2.692,54.195,1937.46,12.093,0
28,45:00.8,70.36,2.703,43.761,2072.1,11.144,0
7,08:28.0,69.256,2.879,55.474,1738.96,17.274,0
34,31:51.5,63.364,2.428,49.294,2455.72,15.47,0
32,13:19.7,75.998,2.468,51.938,2011.25,11.084,0
15,20:27.4,63.544,2.079,45.299,2468.93,13.954,0
29,48:05.0,60.095,1.944,40.723,2226.64,7.257,0
27,14:20.9,109.482,9.85,7.344,181.09,1.926,1
24,54:51.2,63.275,2.715,46.367,1838.7,18.17,0
11,39:22.3,61.233,3.025,48.846,2158.12,13.82,0
5,45:03.5,66.967,1.366,43.339,2016.23,10.615,0
12,49:44.8,54.568,3.401,53.01,2493.4,15.812,0
7,34:24.6,62.243,1.991,41.107,2393.22,12.681,0
5,02:37.0,64.382,3.536,47.025,1948.4,9.957,0
1,14:47.0,70.456,3.333,47.758,2769.07,16.905,0
4,40:06.1,107.15,12.233,13.203,96.33,1.866,1
6,50:27.1,68.528,0.976,36.427,2316.78,13.31,0
32,45:46.7,62.809,3.877,49.935,1720.51,11.484,0
30,47:11.7,57.483,2.831,44.847,1935.11,17.083,0
31,47:11.0,65.459,2.167,43.734,2685.6,14.734,0
30,00:49.5,63.701,1.706,40.819,2055.36,13.521,0
23,29:28.9,71.052,1.92,49.004,1927.42,10.165,0
24,26:43.5,53.404,1.317,40.403,2192.28,9.018,0
9,44:39.8,76.985,1.754,45.92,2596.07,12.278,0
3,24:42.5,62.089,2.618,42.191,1899.76,13.838,0
33,02:06.3,60.335,3.249,48.981,2249.89,14.913,0
30,48:28.6,60.648,3.127,48.893,2109.57,10.711,0
16,44:18.2,67.632,4.075,43.839,2064.77,15.535,0
12,38:14.0,65.545,3.193,52.373,1627.89,11.887,0
31,25:39.2,63.162,1.73,35.407,1722.55,12.313,0
14,52:51.1,60.728,1.859,45.472,1992.36,15.871,0
14,53:31.3,60.033,3.704,44.85,2004.43,9.826,0
12,50:22.4,77.11,3.057,41.203,2235.72,4.924,0
21,25:18.1,54.347,1.9,41.126,2563.9,6.257,0
14,20:14.8,53.578,2.862,46.151,2095.07,18.157,0
7,07:07.6,69.939,3.478,44.746,2036.93,10.404,0
5,35:43.4,72.421,3.118,43.907,2341.48,14.888,0
10,01:48.6,60.489,2.225,47.233,1663.4,13.397,0
24,55:05.4,56,3.253,55.739,1990.85,7.951,0
35,44:29.0,63.561,2.288,48.304,2270.22,11.111,0
20,55:58.0,65.725,1.602,49.146,2685.39,8.407,0
30,22:49.7,52.366,2.178,38.893,1817.13,7.794,0
15,50:28.3,63.451,2.171,46.866,2031.1,8.35,0
16,05:18.7,64.865,1.653,47.561,1700.13,5.505,0
17,35:01.7,52.122,2.165,43.564,2241.08,10.306,0
32,40:24.4,58.228,3.647,50.844,2495.86,12.927,0
12,11:08.3,68.108,1.856,45.722,1918.04,8.84,0
29,38:34.0,52.06,2.825,45.818,2109.13,10.699,0
29,30:41.3,50.359,2.705,43.422,2468.8,12.439,0
16,24:55.3,70.646,2.494,45.908,2479.34,11.423,0
34,14:10.7,68.775,2.145,44.344,2678.06,13.922,0
14,48:23.9,60.668,2.838,38.6,2133.64,9.14,0
21,52:35.9,68.615,2.349,46.417,2432.25,10.619,0
34,45:17.0,61.604,2.47,40.698,2196.64,12.125,0
7,20:39.1,66.832,2.836,36.984,1814.46,8.498,0
4,54:02.2,65.741,2.272,33.661,2784.11,6.033,0
3,23:16.7,65.243,2.951,41.401,2391.99,8.975,0
30,26:19.1,66.369,0.756,50.866,2200.26,7.216,0
29,56:36.9,70.03,3.806,40.368,2136.94,10.456,0
24,54:10.5,58.838,1.8,41.768,2022.29,10.931,0
16,35:06.2,61.567,3.109,48.359,1739.95,10.219,0
4,37:37.8,75.004,2.735,46.672,2271.69,11.215,0
3,26:01.3,64.672,2.177,49.279,2081.57,11.661,0
20,37:52.7,70.883,2.238,44.646,2092.54,11.732,0
6,35:57.4,62.405,2.071,41.46,2148.26,15.055,0
21,09:23.2,69.99,1.237,42.854,2008.5,7.313,0
11,35:43.6,67.202,2.423,55.115,2099.79,9.671,0
6,15:01.6,58.016,2.139,47.952,2411.46,20.778,0
11,54:54.3,55.347,2.569,41.579,2305.15,16.149,0
23,08:23.3,71.897,1.534,48.423,1565.99,4.86,0
13,01:06.5,63.008,2.989,46.741,2771.74,12.328,0
33,07:53.5,64.145,3.424,43.129,2316.62,13.347,0
13,16:43.5,57.226,2.81,55.925,2540.99,9.482,0
31,59:04.7,83.709,3.051,47.121,2170.83,14.048,0
32,10:48.2,65.894,2.516,44.334,2492.13,14.589,0
10,41:47.7,63.805,1.285,45.18,1984.64,10.579,0
10,54:22.1,64.001,1.652,36.949,2287.59,12.08,0
30,43:50.0,64.909,2.909,41.702,2299.74,16.012,0
9,04:15.5,62.962,4.02,45.25,1944.29,14.549,0
6,44:34.0,64.1,3.342,47.067,2101.65,16.563,0
7,19:30.8,61.005,0.768,49.403,2304.98,15.851,0
8,06:33.3,112.575,9.315,13.536,55.32,2.658,1
9,25:23.4,75.875,1.407,52.546,2314.64,12.482,0
34,32:17.8,77.918,3.576,48.257,2341.97,13.849,0
13,41:34.3,61.8,2.456,40.488,2100.09,10.9,0
14,57:54.3,59.918,2.609,43.38,2350.67,7.133,0
28,51:11.2,64.093,2.605,43.447,2148.28,7.244,0
1,39:43.6,67.852,3.018,47.468,2511.62,12.605,0
20,19:45.5,68.829,2.625,48.438,1726.83,9.319,0
19,53:04.9,77.695,0.532,44.299,2551.68,11.72,0
2,54:58.8,61.76,2.604,43.234,2209.25,9.95,0
34,15:45.9,73.869,3.639,44.333,1784.05,10.428,0
1,34:06.9,63.528,2.904,39.96,1969.25,13.532,0
9,21:57.2,72.511,2.003,38.334,3185.24,14.35,0
9,46:46.4,62.864,3.195,44.378,2460.15,12.478,0
13,26:35.7,65.73,2.409,37.763,2781.43,9.175,0
23,58:12.4,54.12,2.33,40.193,2184.49,14.063,0
5,00:35.9,72.962,3.152,43.472,2214.88,13.224,0
1,55:02.9,50.938,2.956,37.714,2812.1,10.786,0
23,11:00.7,63.521,1.884,41.85,2882.23,14.821,0
32,24:46.7,52.606,3.703,50.966,2115.64,12.92,0
15,18:40.1,64.88,4.078,41.019,2243.8,10.716,0
18,04:44.9,53.536,4.253,39.092,2266.04,6.778,0
21,43:17.4,61.807,2.838,40.876,2376.04,11.193,0
9,41:29.0,125.196,15.748,8.832,56.87,2.83,1
5,19:42.3,79.536,2.758,45.79,2040.36,14.232,0
2,25:42.1,70.657,1.916,48.599,2502.51,8.635,0
4,14:35.8,66.519,2.447,44.973,1914.2,6.52,0
11,16:47.7,58.957,1.784,46.766,2310.85,12.938,0
18,55:10.5,53.826,1.604,41.917,2206.94,10.995,0
4,03:03.9,67.485,3.28,40.004,1911.62,12.406,0
6,30:40.6,64.344,3.095,45.038,2722.16,7.236,0
2,19:30.8,71.722,2.659,37.985,1579.61,8.625,0
19,55:13.5,74.673,3.376,44.357,2091.32,9.432,0
7,01:03.7,63.501,2.121,53.55,1829.03,13.177,0
11,44:00.8,79.057,3.12,39.379,1737.3,12.823,0
1,52:26.1,66.204,3.486,47.742,2054.55,10.342,0
19,01:29.1,54.551,2.603,37.978,2473,13.767,0
2,05:08.4,69.46,1.443,44.25,2083.21,12.308,0
26,09:38.7,69.228,2.089,42.62,2403.98,8.612,0
29,55:01.5,59.027,2.505,49.499,1909.37,17.369,0
20,58:49.6,54.195,3.74,50.998,1770.97,7.103,0
23,21:58.7,70.759,2.198,39.965,2743.51,8.418,0
12,50:22.7,59.184,2.013,31.003,2227.41,9.265,0
7,39:31.6,71.484,3.253,46.159,2272.91,12.491,0
30,22:42.3,59.397,2.008,51.616,2420.57,12.618,0
4,26:33.5,69.801,2.451,45.925,2378.36,5.777,0
33,53:44.0,72.249,3.167,41.097,2573.23,5.348,0
27,00:11.7,67.824,2.532,43.453,2205.81,13.748,0
26,44:50.5,50.555,3.301,42.949,2504.64,13.931,0
32,03:29.2,61.551,2.437,44.897,2681.88,8.579,0
35,01:49.8,61.495,1.234,45.62,2012.95,10.493,0
